Name,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Cre,Dec,Det,Fla,Inf,Off,Pos,Tea,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,LTh,Mar,Pas,Pen,Tac,Tec,Aer,Cmd,Com,Ecc,Han,Kic,One,Ref,Rus,Pun,Thr,Position,Age,Value
 Alexis S nchez          , 19    , 16    , 15    , 6     , 17    , 16    , 16    , 14    , 15  , 16  , 18  , 14  , 8   , 15  , 8   , 16  , 17  , 7   , 14  , 4   , 9   , 16  , 10  , 14  , 19  , 12  , 16  , 8   , 12  , 14  , 7   , 6   , 14  , 12  , 12  , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (RLC), ST               ", 22    , $25M    
 Fernando Llorente       , 11    , 11    , 19    , 19    , 16    , 14    , 16    , 18    , 12  , 15  , 15  , 14  , 15  , 14  , 14  , 15  , 14  , 14  , 16  , 11  , 15  , 15  , 4   , 11  , 14  , 16  , 13  , 6   , 18  , 11  , 5   , 5   , 13  , 14  , 7   , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                         , 26    , $24.5M  
 Jes£s Navas             , 17    , 18    , 4     , 6     , 10    , 18    , 15    , 7     , 10  , 13  , 11  , 13  , 12  , 16  , 12  , 14  , 17  , 12  , 16  , 8   , 13  , 13  , 15  , 15  , 18  , 11  , 15  , 10  , 6   , 13  , 5   , 4   , 14  , 13  , 6   , 18  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (R)                   , 25    , $22.5M  
 Nilmar                  , 16    , 19    , 5     , 10    , 12    , 17    , 14    , 9     , 7   , 14  , 12  , 14  , 12  , 14  , 13  , 17  , 16  , 11  , 17  , 7   , 13  , 15  , 10  , 13  , 16  , 16  , 15  , 9   , 11  , 10  , 8   , 5   , 13  , 15  , 7   , 17  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                         , 26    , $22.5M  
 ?lvaro Arbeloa          , 11    , 12    , 14    , 12    , 14    , 14    , 16    , 12    , 13  , 16  , 14  , 12  , 18  , 9   , 13  , 15  , 8   , 10  , 11  , 17  , 18  , 15  , 7   , 11  , 10  , 8   , 12  , 7   , 13  , 10  , 12  , 17  , 12  , 6   , 15  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (RL)                     , 28    , $22M    
 Eric Abidal             , 16    , 16    , 14    , 11    , 18    , 17    , 18    , 16    , 12  , 12  , 16  , 14  , 12  , 11  , 14  , 13  , 9   , 12  , 10  , 18  , 15  , 17  , 12  , 10  , 9   , 7   , 11  , 9   , 14  , 8   , 14  , 16  , 12  , 8   , 15  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D (LC), WB (L)             ", 31    , $17.5M  
 F bio Coentr?o          , 14    , 13    , 12    , 10    , 14    , 16    , 15    , 11    , 15  , 14  , 16  , 12  , 14  , 14  , 13  , 16  , 15  , 10  , 15  , 11  , 13  , 15  , 14  , 16  , 15  , 11  , 16  , 13  , 10  , 12  , 12  , 9   , 16  , 12  , 14  , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB/M/AM (L)              , 23    , $17.25M 
 Santi Cazorla           , 17    , 18    , 11    , 5     , 13    , 12    , 12    , 6     , 10  , 13  , 12  , 15  , 12  , 16  , 13  , 15  , 17  , 12  , 15  , 6   , 13  , 11  , 13  , 12  , 17  , 12  , 16  , 16  , 5   , 15  , 7   , 4   , 16  , 13  , 8   , 18  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (RLC)                 , 26    , $17M    
 Sami Khedira            , 9     , 8     , 14    , 16    , 18    , 15    , 19    , 16    , 13  , 17  , 16  , 18  , 18  , 13  , 17  , 17  , 6   , 14  , 16  , 17  , 20  , 19  , 6   , 10  , 9   , 14  , 12  , 8   , 15  , 11  , 12  , 15  , 12  , 9   , 14  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)                  ", 24    , $17M    
 Ricardo Carvalho        , 14    , 14    , 15    , 12    , 15    , 12    , 15    , 14    , 16  , 16  , 17  , 17  , 16  , 8   , 16  , 18  , 6   , 13  , 10  , 17  , 16  , 16  , 6   , 6   , 11  , 13  , 13  , 4   , 15  , 7   , 12  , 17  , 12  , 12  , 17  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)                      , 33    , $16.75M 
 Ra£l Albiol             , 8     , 10    , 18    , 15    , 15    , 13    , 16    , 16    , 15  , 16  , 18  , 13  , 17  , 9   , 13  , 12  , 6   , 12  , 8   , 16  , 17  , 16  , 6   , 9   , 10  , 9   , 11  , 7   , 16  , 12  , 10  , 18  , 12  , 8   , 15  , 10  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)                      , 25    , $16.25M 
 Jos Antonio Reyes      , 14    , 16    , 11    , 8     , 11    , 15    , 13    , 9     , 8   , 13  , 15  , 12  , 9   , 16  , 12  , 15  , 16  , 13  , 15  , 10  , 9   , 10  , 15  , 16  , 16  , 13  , 15  , 15  , 8   , 15  , 9   , 7   , 16  , 14  , 8   , 17  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (RLC), ST               ", 27    , $14.25M 
 Carles Puyol            , 15    , 14    , 17    , 11    , 13    , 13    , 17    , 16    , 18  , 17  , 20  , 16  , 18  , 10  , 13  , 19  , 7   , 18  , 8   , 18  , 20  , 19  , 6   , 9   , 8   , 7   , 12  , 6   , 13  , 7   , 12  , 17  , 11  , 8   , 18  , 10  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (RC)                     , 33    , $14M    
 Lassana Diarra          , 15    , 15    , 16    , 7     , 18    , 13    , 19    , 13    , 16  , 14  , 16  , 12  , 14  , 11  , 13  , 19  , 8   , 8   , 12  , 14  , 19  , 17  , 11  , 10  , 11  , 6   , 13  , 9   , 8   , 10  , 12  , 12  , 15  , 6   , 16  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D (R), DM, M (C)           ", 26    , $13.25M 
 Sergio Canales          , 14    , 17    , 10    , 8     , 11    , 12    , 11    , 7     , 7   , 12  , 8   , 14  , 11  , 19  , 13  , 11  , 18  , 8   , 12  , 6   , 13  , 10  , 15  , 14  , 16  , 12  , 18  , 14  , 8   , 13  , 9   , 4   , 17  , 13  , 7   , 18  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (C)                   , 20    , $13.25M 
 Javi Mart¡nez           , 13    , 13    , 14    , 16    , 15    , 14    , 17    , 16    , 14  , 15  , 15  , 15  , 16  , 13  , 15  , 14  , 13  , 14  , 14  , 15  , 16  , 16  , 6   , 9   , 11  , 12  , 12  , 9   , 15  , 13  , 8   , 14  , 14  , 13  , 14  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M (C)                      , 22    , $13M    
 Iker Muniain            , 17    , 15    , 14    , 5     , 12    , 14    , 11    , 11    , 13  , 14  , 14  , 12  , 13  , 13  , 14  , 14  , 17  , 11  , 14  , 3   , 10  , 13  , 6   , 12  , 16  , 14  , 13  , 7   , 8   , 10  , 3   , 3   , 12  , 10  , 6   , 17  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (LC), ST                ", 18    , $12.5M  
 Arda Turan              , 13    , 13    , 14    , 8     , 9     , 12    , 10    , 11    , 13  , 15  , 13  , 17  , 12  , 17  , 16  , 12  , 17  , 12  , 13  , 9   , 12  , 13  , 14  , 14  , 17  , 12  , 15  , 13  , 13  , 12  , 6   , 6   , 15  , 13  , 12  , 18  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , AM (RLC)                   , 24    , $12.5M  
 Hamit Altintop          , 12    , 14    , 14    , 11    , 10    , 15    , 15    , 13    , 16  , 13  , 16  , 13  , 15  , 10  , 14  , 17  , 8   , 15  , 12  , 9   , 15  , 16  , 12  , 14  , 12  , 7   , 13  , 14  , 8   , 16  , 14  , 12  , 14  , 13  , 12  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," WB (R), DM, M/AM (RC)      ", 28    , $12.5M  
 Antoine Griezmann       , 14    , 14    , 13    , 10    , 13    , 14    , 13    , 7     , 13  , 12  , 13  , 13  , 12  , 13  , 13  , 14  , 16  , 11  , 13  , 5   , 12  , 12  , 14  , 16  , 13  , 14  , 13  , 14  , 9   , 14  , 4   , 3   , 12  , 12  , 8   , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , AM (LC)                    , 20    , $12.5M  
 Thibaut Courtois        , 11    , 10    , 12    , 19    , 17    , 10    , 9     , 12    , 8   , 11  , 13  , 10  , 14  , 8   , 10  , 14  , 14  , 8   , 2   , 14  , 14  , 10  , -   , -   , -   , -   , 10  , 10  , -   , -   , -   , -   , -   , 1   , -   , 15  , 19   , 14   , 8    , 5    , 14   , 14   , 13   , 17   , 10   , 5    , 10   , GK                         , 19    , $12.25M 
 ?lvaro Negredo          , 13    , 12    , 17    , 13    , 14    , 14    , 16    , 16    , 13  , 14  , 16  , 14  , 14  , 13  , 14  , 15  , 12  , 10  , 14  , 9   , 13  , 16  , 8   , 12  , 14  , 16  , 12  , 7   , 16  , 15  , 7   , 5   , 13  , 16  , 8   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                         , 25    , $12.25M 
 Ivan Rakitic            , 9     , 12    , 11    , 12    , 14    , 16    , 15    , 11    , 8   , 14  , 9   , 14  , 11  , 14  , 12  , 7   , 11  , 9   , 13  , 11  , 16  , 14  , 18  , 16  , 10  , 13  , 17  , 15  , 10  , 17  , 6   , 8   , 15  , 14  , 10  , 17  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (C)                   , 23    , $12.25M 
 Ibrahim Afellay         , 15    , 14    , 11    , 10    , 13    , 14    , 13    , 8     , 10  , 13  , 14  , 11  , 12  , 15  , 12  , 14  , 15  , 15  , 15  , 10  , 14  , 14  , 14  , 14  , 18  , 11  , 14  , 12  , 5   , 14  , 12  , 8   , 14  , 12  , 5   , 17  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , AM (RLC)                   , 25    , $12.25M 
 Ever Banega             , 13    , 14    , 13    , 7     , 12    , 12    , 13    , 11    , 14  , 14  , 9   , 18  , 11  , 18  , 16  , 14  , 15  , 8   , 13  , 9   , 15  , 11  , 13  , 13  , 15  , 10  , 18  , 10  , 6   , 13  , 7   , 8   , 18  , 12  , 11  , 18  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M (C)                      , 23    , $11.75M 
 Borja Valero            , 13    , 14    , 12    , 8     , 14    , 12    , 14    , 10    , 12  , 17  , 11  , 15  , 14  , 17  , 16  , 11  , 15  , 13  , 17  , 12  , 18  , 14  , 15  , 14  , 13  , 10  , 16  , 12  , 7   , 11  , 8   , 9   , 17  , 12  , 10  , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M (RC)                     , 26    , $11.75M 
 Nuri Sahin              , 10    , 13    , 12    , 10    , 14    , 12    , 14    , 11    , 12  , 16  , 10  , 15  , 16  , 19  , 19  , 14  , 13  , 14  , 10  , 13  , 15  , 12  , 16  , 17  , 12  , 8   , 18  , 15  , 7   , 13  , 10  , 10  , 18  , 12  , 12  , 17  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)                  ", 22    , $11.75M 
 Roberto Soldado         , 14    , 15    , 13    , 10    , 15    , 15    , 15    , 12    , 17  , 14  , 17  , 14  , 14  , 12  , 14  , 14  , 14  , 13  , 16  , 10  , 12  , 17  , 7   , 9   , 13  , 16  , 12  , 13  , 16  , 16  , 6   , 6   , 12  , 16  , 8   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                         , 26    , $11.25M 
 Diego Perotti           , 16    , 15    , 12    , 8     , 9     , 16    , 10    , 9     , 9   , 13  , 9   , 11  , 13  , 15  , 13  , 13  , 16  , 13  , 16  , 4   , 7   , 11  , 14  , 15  , 16  , 13  , 14  , 12  , 8   , 13  , 5   , 4   , 14  , 11  , 4   , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M (L), AM (RL)             ", 22    , $11.25M 
 Mateo Musacchio         , 12    , 13    , 12    , 11    , 15    , 14    , 14    , 12    , 17  , 14  , 16  , 13  , 13  , 10  , 12  , 11  , 8   , 12  , 6   , 16  , 17  , 15  , 7   , 8   , 11  , 8   , 11  , 6   , 14  , 8   , 10  , 16  , 12  , 10  , 15  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," SW, D (C)                  ", 20    , $10.75M 
 Salom¢n Rond¢n          , 14    , 14    , 16    , 15    , 18    , 14    , 15    , 16    , 12  , 14  , 16  , 11  , 12  , 9   , 12  , 12  , 12  , 11  , 14  , 7   , 13  , 15  , 5   , 10  , 14  , 15  , 10  , 5   , 15  , 12  , 5   , 6   , 13  , 11  , 6   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                         , 21    , $10.5M  
 Pablo Hern ndez         , 17    , 16    , 7     , 7     , 12    , 16    , 12    , 6     , 7   , 10  , 9   , 13  , 10  , 15  , 11  , 12  , 16  , 6   , 16  , 6   , 8   , 10  , 13  , 15  , 17  , 13  , 15  , 14  , 7   , 13  , 6   , 5   , 15  , 6   , 7   , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (R)                   , 26    , $10M    
 Adriano                 , 16    , 14    , 9     , 7     , 10    , 13    , 13    , 12    , 11  , 12  , 12  , 14  , 13  , 11  , 12  , 15  , 13  , 10  , 16  , 12  , 12  , 13  , 14  , 15  , 15  , 11  , 13  , 11  , 7   , 13  , 10  , 11  , 14  , 12  , 11  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D/WB (RL), M/AM (L)        ", 26    , $9.75M  
 Filipe                  , 15    , 15    , 12    , 13    , 9     , 14    , 16    , 11    , 13  , 15  , 14  , 15  , 13  , 14  , 13  , 16  , 14  , 11  , 15  , 12  , 13  , 15  , 13  , 15  , 15  , 12  , 15  , 12  , 9   , 13  , 12  , 12  , 14  , 14  , 11  , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB (L)                   , 25    , $9.5M   
 Xabi Prieto             , 11    , 14    , 12    , 14    , 14    , 13    , 13    , 13    , 9   , 14  , 14  , 16  , 12  , 15  , 15  , 15  , 17  , 15  , 14  , 10  , 16  , 13  , 13  , 16  , 18  , 12  , 14  , 14  , 13  , 9   , 5   , 8   , 15  , 19  , 11  , 19  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (R)                   , 27    , $9.5M   
 Jos Callej¢n           , 15    , 14    , 12    , 10    , 13    , 14    , 13    , 13    , 9   , 12  , 14  , 13  , 13  , 12  , 12  , 10  , 16  , 9   , 15  , 8   , 12  , 15  , 10  , 13  , 15  , 13  , 11  , 9   , 10  , 11  , 8   , 5   , 12  , 13  , 6   , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (RL), ST                ", 24    , $9.5M   
 Andoni Iraola           , 15    , 15    , 12    , 11    , 12    , 14    , 16    , 12    , 12  , 13  , 14  , 14  , 13  , 13  , 12  , 14  , 14  , 14  , 14  , 13  , 14  , 15  , 13  , 14  , 15  , 13  , 13  , 12  , 9   , 14  , 9   , 13  , 14  , 14  , 13  , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB (R)                   , 29    , $9.5M   
 Diego God¡n             , 14    , 11    , 17    , 14    , 14    , 13    , 16    , 15    , 16  , 14  , 16  , 13  , 14  , 8   , 14  , 14  , 6   , 15  , 7   , 15  , 15  , 16  , 4   , 5   , 8   , 10  , 11  , 5   , 15  , 7   , 9   , 15  , 11  , 12  , 15  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)                      , 25    , $9.5M   
 Raphal Varane          , 15    , 13    , 16    , 15    , 14    , 14    , 14    , 15    , 9   , 13  , 13  , 15  , 11  , 11  , 13  , 15  , 7   , 11  , 8   , 14  , 14  , 14  , 5   , 8   , 9   , 6   , 13  , 6   , 15  , 8   , 7   , 13  , 13  , 6   , 12  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D (C), DM                  ", 18    , $9M     
 Esteban Granero         , 13    , 15    , 10    , 9     , 12    , 13    , 13    , 10    , 10  , 12  , 13  , 15  , 11  , 17  , 13  , 15  , 16  , 10  , 13  , 10  , 12  , 13  , 16  , 15  , 15  , 12  , 17  , 13  , 10  , 14  , 7   , 6   , 16  , 13  , 8   , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M (C), AM (RLC)            ", 24    , $9M     
