Name,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Cre,Dec,Det,Fla,Inf,Off,Pos,Tea,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,LTh,Mar,Pas,Pen,Tac,Tec,Aer,Cmd,Com,Ecc,Han,Kic,One,Ref,Rus,Pun,Thr,Position,Age,Value
 Giampaolo Pazzini            , 14    , 15    , 13    , 12    , 13    , 14    , 16    , 15    , 14  , 17  , 17  , 17  , 13  , 10  , 13  , 14  , 8   , 9   , 17  , 10  , 13  , 17  , 6   , 6   , 12  , 17  , 11  , 7   , 18  , 11  , 8   , 6   , 11  , 13  , 8   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                     , 26    , $18M    
 Eljero Elia                  , 18    , 17    , 16    , 7     , 12    , 18    , 13    , 11    , 8   , 9   , 7   , 13  , 6   , 15  , 14  , 5   , 19  , 4   , 8   , 5   , 5   , 16  , 10  , 12  , 18  , 13  , 18  , 8   , 5   , 12  , 7   , 5   , 11  , 10  , 6   , 17  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , AM (RL)                , 24    , $17.5M  
 Diego Forl n                 , 14    , 16    , 12    , 10    , 16    , 14    , 14    , 12    , 12  , 16  , 10  , 16  , 14  , 13  , 15  , 16  , 15  , 16  , 16  , 7   , 13  , 13  , 13  , 13  , 14  , 18  , 15  , 16  , 14  , 17  , 4   , 6   , 11  , 18  , 5   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                     , 32    , $16.75M 
 Marek Hamsik                 , 15    , 15    , 13    , 12    , 15    , 14    , 15    , 12    , 11  , 14  , 12  , 18  , 13  , 17  , 16  , 13  , 15  , 16  , 18  , 13  , 15  , 10  , 13  , 13  , 14  , 16  , 13  , 12  , 15  , 13  , 9   , 8   , 16  , 16  , 8   , 17  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M (C), AM (LC)         ", 23    , $16.25M 
 Stevan Jovetic               , 15    , 14    , 13    , 12    , 14    , 14    , 12    , 11    , 12  , 14  , 11  , 12  , 12  , 16  , 13  , 13  , 14  , 12  , 14  , 7   , 14  , 14  , 10  , 13  , 16  , 14  , 16  , 12  , 12  , 13  , 10  , 7   , 16  , 8   , 6   , 17  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (LC), ST            ", 21    , $14.5M  
 Ezequiel Lavezzi             , 19    , 18    , 15    , 6     , 14    , 15    , 15    , 12    , 12  , 12  , 13  , 14  , 12  , 16  , 11  , 17  , 17  , 10  , 15  , 3   , 12  , 13  , 10  , 15  , 16  , 12  , 13  , 12  , 6   , 13  , 5   , 4   , 15  , 12  , 8   , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (RC), ST            ", 26    , $14.25M 
 Milos Krasic                 , 17    , 15    , 10    , 12    , 15    , 18    , 15    , 15    , 13  , 14  , 12  , 17  , 13  , 12  , 12  , 17  , 12  , 8   , 15  , 6   , 9   , 15  , 13  , 15  , 16  , 12  , 12  , 12  , 12  , 12  , 8   , 7   , 14  , 12  , 7   , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (R)               , 26    , $14.25M 
 Giorgio Chiellini            , 13    , 10    , 15    , 14    , 19    , 15    , 17    , 18    , 17  , 15  , 18  , 14  , 13  , 8   , 14  , 18  , 8   , 16  , 14  , 16  , 15  , 15  , 5   , 11  , 10  , 8   , 9   , 4   , 17  , 12  , 20  , 17  , 11  , 5   , 17  , 10  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (LC)                 , 26    , $14M    
 Mirko Vucinic                , 15    , 18    , 11    , 12    , 12    , 15    , 14    , 12    , 11  , 13  , 14  , 12  , 13  , 14  , 15  , 15  , 14  , 9   , 15  , 8   , 13  , 12  , 7   , 11  , 16  , 14  , 14  , 10  , 12  , 11  , 1   , 6   , 13  , 14  , 6   , 17  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (LC), ST            ", 27    , $13.75M 
 Thiago Motta                 , 11    , 11    , 18    , 14    , 7     , 12    , 14    , 16    , 14  , 14  , 14  , 16  , 12  , 15  , 15  , 13  , 13  , 13  , 15  , 15  , 14  , 13  , 13  , 13  , 12  , 12  , 15  , 12  , 14  , 15  , 10  , 11  , 16  , 13  , 14  , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)              ", 28    , $13.25M 
 Fabio Quagliarella           , 15    , 16    , 12    , 10    , 14    , 15    , 11    , 14    , 14  , 14  , 13  , 12  , 13  , 14  , 15  , 16  , 18  , 13  , 16  , 6   , 13  , 15  , 7   , 11  , 14  , 14  , 15  , 12  , 12  , 18  , 3   , 4   , 16  , 12  , 5   , 17  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                     , 28    , $13M    
 Kevin-Prince Boateng         , 14    , 16    , 15    , 13    , 13    , 15    , 16    , 17    , 18  , 15  , 16  , 13  , 14  , 13  , 13  , 17  , 14  , 14  , 16  , 10  , 14  , 15  , 5   , 12  , 14  , 13  , 14  , 8   , 11  , 11  , 10  , 13  , 12  , 11  , 12  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (C)               , 24    , $13M    
 Daniele De Rossi             , 11    , 13    , 14    , 11    , 13    , 10    , 15    , 15    , 19  , 14  , 18  , 13  , 13  , 14  , 13  , 20  , 12  , 19  , 12  , 17  , 16  , 16  , 11  , 10  , 12  , 11  , 14  , 14  , 16  , 13  , 10  , 14  , 16  , 13  , 16  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)              ", 27    , $12.5M  
 Bojan                        , 14    , 17    , 10    , 7     , 12    , 15    , 14    , 9     , 7   , 13  , 11  , 12  , 13  , 14  , 14  , 11  , 16  , 9   , 15  , 7   , 15  , 15  , 9   , 13  , 15  , 15  , 13  , 8   , 11  , 13  , 5   , 5   , 13  , 14  , 7   , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                     , 20    , $12.5M  
 Antonio Cassano              , 14    , 15    , 13    , 9     , 13    , 11    , 14    , 13    , 16  , 14  , 9   , 12  , 14  , 18  , 16  , 5   , 18  , 14  , 15  , 5   , 9   , 10  , 14  , 18  , 18  , 13  , 18  , 15  , 11  , 13  , 11  , 4   , 19  , 17  , 5   , 19  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (LC), ST            ", 29    , $12.5M  
 Alessandro Matri             , 16    , 14    , 14    , 11    , 17    , 16    , 13    , 15    , 8   , 15  , 14  , 12  , 12  , 11  , 13  , 12  , 10  , 9   , 16  , 9   , 9   , 15  , 4   , 6   , 14  , 16  , 13  , 7   , 13  , 8   , 4   , 3   , 11  , 13  , 3   , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (RL), ST            ", 26    , $12.5M  
 Philippe Mexs               , 11    , 12    , 16    , 16    , 13    , 13    , 16    , 15    , 18  , 15  , 15  , 12  , 11  , 10  , 14  , 18  , 9   , 16  , 12  , 15  , 14  , 15  , 5   , 9   , 11  , 10  , 10  , 7   , 18  , 8   , 7   , 16  , 12  , 12  , 17  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," SW, D (C)              ", 29    , $12.25M 
 L£cio                        , 14    , 8     , 19    , 16    , 19    , 17    , 19    , 18    , 19  , 16  , 18  , 15  , 13  , 8   , 13  , 20  , 14  , 18  , 9   , 13  , 13  , 19  , 4   , 7   , 14  , 7   , 9   , 10  , 16  , 11  , 10  , 14  , 8   , 10  , 18  , 9   , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)                  , 33    , $12M    
 Claudio Marchisio            , 14    , 14    , 14    , 10    , 13    , 13    , 15    , 13    , 13  , 15  , 11  , 14  , 10  , 14  , 16  , 12  , 13  , 15  , 16  , 14  , 15  , 13  , 10  , 13  , 14  , 14  , 14  , 6   , 8   , 14  , 9   , 9   , 14  , 15  , 14  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)              ", 25    , $11.25M 
 Andrea Ranocchia             , 11    , 10    , 16    , 18    , 11    , 12    , 14    , 17    , 13  , 15  , 15  , 15  , 14  , 10  , 14  , 17  , 6   , 9   , 6   , 16  , 14  , 15  , 4   , 4   , 8   , 9   , 10  , 4   , 15  , 6   , 7   , 15  , 10  , 4   , 16  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)                  , 23    , $10.25M 
 Antonio Nocerino             , 13    , 13    , 13    , 9     , 15    , 14    , 16    , 14    , 16  , 15  , 17  , 12  , 13  , 12  , 14  , 15  , 9   , 13  , 12  , 14  , 15  , 15  , 11  , 11  , 11  , 13  , 12  , 6   , 12  , 15  , 11  , 16  , 14  , 9   , 15  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)              ", 26    , $10.25M 
 Stephan Lichtsteiner         , 15    , 14    , 14    , 12    , 13    , 16    , 17    , 14    , 16  , 13  , 14  , 13  , 14  , 12  , 13  , 15  , 9   , 14  , 14  , 15  , 14  , 15  , 9   , 15  , 11  , 7   , 11  , 7   , 13  , 13  , 10  , 13  , 13  , 11  , 14  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB/M (R)             , 27    , $10M    
 Mauro Z rate                 , 16    , 15    , 11    , 6     , 14    , 16    , 15    , 10    , 14  , 10  , 15  , 12  , 11  , 13  , 11  , 16  , 17  , 11  , 14  , 6   , 4   , 12  , 12  , 14  , 17  , 13  , 15  , 15  , 6   , 15  , 3   , 4   , 13  , 15  , 6   , 17  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (RLC), ST           ", 24    , $9.75M  
 Alberto Gilardino            , 15    , 14    , 14    , 13    , 16    , 14    , 13    , 14    , 11  , 16  , 14  , 14  , 16  , 12  , 15  , 16  , 12  , 9   , 15  , 8   , 11  , 14  , 3   , 8   , 11  , 14  , 15  , 6   , 17  , 10  , 10  , 5   , 13  , 15  , 6   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                     , 29    , $9.75M  
 Andrea Pirlo                 , 11    , 13    , 14    , 8     , 14    , 12    , 14    , 11    , 10  , 14  , 12  , 18  , 15  , 18  , 17  , 14  , 18  , 15  , 13  , 15  , 16  , 14  , 14  , 15  , 13  , 12  , 16  , 13  , 7   , 14  , 9   , 13  , 17  , 18  , 7   , 19  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)              ", 32    , $9.75M  
 Abel Hern ndez               , 15    , 14    , 11    , 12    , 12    , 14    , 13    , 12    , 10  , 12  , 13  , 13  , 14  , 12  , 13  , 18  , 14  , 12  , 15  , 14  , 10  , 9   , 6   , 11  , 16  , 15  , 14  , 8   , 10  , 13  , 7   , 5   , 13  , 13  , 4   , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                     , 20    , $9.5M   
 Diego Milito                 , 13    , 15    , 15    , 12    , 15    , 14    , 14    , 11    , 10  , 16  , 13  , 16  , 14  , 14  , 15  , 16  , 13  , 12  , 18  , 10  , 15  , 15  , 5   , 10  , 15  , 18  , 13  , 9   , 15  , 12  , 4   , 3   , 12  , 17  , 7   , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                     , 32    , $9.5M   
 Arturo Vidal                 , 13    , 17    , 16    , 12    , 18    , 13    , 18    , 11    , 19  , 15  , 17  , 18  , 7   , 14  , 9   , 17  , 17  , 13  , 9   , 10  , 5   , 19  , 12  , 14  , 13  , 9   , 16  , 9   , 15  , 12  , 11  , 17  , 16  , 19  , 17  , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)              ", 24    , $9.5M   
 Alberto Aquilani             , 12    , 13    , 14    , 12    , 11    , 14    , 13    , 13    , 9   , 14  , 7   , 12  , 12  , 16  , 15  , 9   , 11  , 6   , 13  , 13  , 14  , 14  , 13  , 12  , 13  , 10  , 15  , 12  , 8   , 15  , 6   , 10  , 15  , 15  , 12  , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (C)               , 27    , $9.25M  
 Maarten Stekelenburg         , 12    , 14    , 14    , 15    , 18    , 12    , 17    , 15    , 10  , 14  , 13  , 15  , 14  , 13  , 14  , 16  , 2   , 14  , 3   , 15  , 15  , 14  , -   , -   , -   , -   , 9   , 9   , -   , -   , -   , -   , -   , 2   , -   , 14  , 15   , 14   , 12   , 9    , 16   , 15   , 14   , 16   , 13   , 6    , 14   , GK                     , 28    , $9.25M  
 Gkhan Inler                 , 12    , 12    , 16    , 13    , 19    , 13    , 14    , 15    , 15  , 13  , 15  , 15  , 14  , 13  , 13  , 16  , 9   , 17  , 6   , 16  , 17  , 14  , 5   , 9   , 10  , 14  , 13  , 8   , 13  , 17  , 3   , 14  , 15  , 15  , 15  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)              ", 27    , $9.25M  
 Hernanes                     , 13    , 12    , 10    , 10    , 14    , 14    , 14    , 10    , 12  , 13  , 13  , 12  , 12  , 14  , 12  , 16  , 13  , 13  , 14  , 12  , 14  , 13  , 9   , 13  , 14  , 14  , 15  , 16  , 8   , 16  , 8   , 12  , 15  , 12  , 10  , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (RLC), AM (C)    ", 26    , $9M     
 Christian Abbiati            , 11    , 14    , 13    , 15    , 10    , 12    , 15    , 12    , 7   , 14  , 16  , 13  , 13  , 9   , 13  , 14  , 1   , 13  , 1   , 15  , 10  , 14  , -   , -   , -   , -   , 8   , 1   , -   , -   , -   , -   , -   , 1   , -   , 7   , 15   , 13   , 14   , 5    , 14   , 15   , 14   , 18   , 13   , 17   , 13   , GK                     , 34    , $8.5M   
 Juan Manuel Vargas           , 15    , 14    , 14    , 10    , 17    , 15    , 16    , 14    , 14  , 11  , 12  , 12  , 11  , 12  , 12  , 17  , 11  , 11  , 15  , 12  , 12  , 14  , 12  , 17  , 14  , 12  , 13  , 14  , 6   , 17  , 15  , 12  , 16  , 14  , 13  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," WB (L), M (LC), AM (L) ", 27    , $8.5M   
 Marco Borriello              , 13    , 15    , 16    , 12    , 14    , 14    , 16    , 16    , 15  , 14  , 16  , 14  , 13  , 12  , 13  , 19  , 12  , 14  , 16  , 11  , 14  , 16  , 3   , 9   , 12  , 15  , 13  , 13  , 18  , 13  , 14  , 6   , 12  , 17  , 8   , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                     , 29    , $8.25M  
 Daniel Osvaldo               , 13    , 12    , 15    , 13    , 13    , 14    , 15    , 15    , 14  , 14  , 18  , 14  , 14  , 12  , 13  , 12  , 13  , 16  , 14  , 8   , 14  , 16  , 9   , 13  , 14  , 15  , 12  , 11  , 14  , 13  , 7   , 9   , 13  , 13  , 9   , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (RL), ST            ", 25    , $8.25M  
 Dejan Stankovic              , 12    , 13    , 14    , 10    , 15    , 11    , 15    , 15    , 15  , 14  , 16  , 13  , 13  , 14  , 15  , 16  , 14  , 17  , 14  , 16  , 17  , 16  , 13  , 13  , 11  , 13  , 13  , 12  , 12  , 17  , 8   , 12  , 15  , 12  , 14  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M/AM (C)           ", 32    , $8.25M  
 Fernando Gago                , 13    , 15    , 13    , 8     , 15    , 12    , 16    , 11    , 15  , 15  , 14  , 16  , 16  , 13  , 15  , 17  , 6   , 11  , 9   , 16  , 16  , 15  , 7   , 10  , 11  , 6   , 17  , 8   , 7   , 10  , 8   , 11  , 16  , 12  , 13  , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)              ", 25    , $8M     
 Miralem Pjanic               , 15    , 14    , 13    , 10    , 13    , 13    , 14    , 11    , 7   , 12  , 10  , 14  , 12  , 16  , 13  , 15  , 13  , 8   , 13  , 8   , 14  , 11  , 14  , 14  , 14  , 8   , 16  , 14  , 10  , 14  , 7   , 5   , 15  , 12  , 5   , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (C)               , 21    , $8M     
 Christian Maggio             , 17    , 17    , 12    , 12    , 15    , 16    , 15    , 13    , 13  , 12  , 17  , 12  , 14  , 12  , 13  , 10  , 7   , 10  , 18  , 16  , 17  , 15  , 10  , 14  , 12  , 12  , 13  , 4   , 14  , 9   , 14  , 9   , 14  , 2   , 13  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , WB/M/AM (R)            , 29    , $7.75M  
 Simon Kjr                   , 10    , 13    , 12    , 16    , 14    , 15    , 13    , 14    , 7   , 15  , 16  , 16  , 8   , 13  , 9   , 15  , 4   , 12  , 9   , 14  , 15  , 12  , 3   , 2   , 5   , 3   , 11  , 5   , 15  , 9   , 13  , 17  , 11  , 3   , 17  , 10  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)                  , 22    , $7.75M  
 Radja Nainggolan             , 13    , 14    , 15    , 7     , 15    , 13    , 17    , 16    , 18  , 15  , 18  , 13  , 15  , 11  , 14  , 20  , 11  , 14  , 13  , 13  , 16  , 15  , 8   , 10  , 12  , 12  , 12  , 11  , 9   , 14  , 10  , 13  , 14  , 10  , 16  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M/AM (C)           ", 23    , $7.5M   
 Sebastian Giovinco           , 16    , 18    , 8     , 2     , 13    , 16    , 14    , 4     , 9   , 13  , 12  , 10  , 12  , 14  , 13  , 15  , 17  , 11  , 14  , 6   , 11  , 10  , 15  , 15  , 17  , 12  , 15  , 15  , 2   , 14  , 8   , 4   , 14  , 16  , 4   , 17  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , AM (LC)                , 24    , $7.5M   
 Nicol s Burdisso             , 12    , 15    , 14    , 13    , 15    , 12    , 14    , 15    , 17  , 16  , 14  , 10  , 11  , 9   , 13  , 15  , 5   , 13  , 9   , 14  , 16  , 18  , 3   , 8   , 8   , 11  , 11  , 3   , 18  , 7   , 10  , 16  , 11  , 8   , 16  , 10  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)                  , 30    , $7.25M  
 Samir Handanovic             , 13    , 17    , 15    , 15    , 15    , 10    , 9     , 16    , 14  , 19  , 16  , 16  , 11  , 8   , 17  , 14  , 9   , 13  , 6   , 15  , 11  , 9   , 10  , 14  , 14  , 12  , 14  , 10  , 11  , 12  , 10  , 7   , 14  , 11  , 5   , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , AM (LC)                , 19    , $7.25M  
 Coutinho                     , 15    , 16    , 8     , 6     , 12    , 12    , 12    , 8     , 11  , 11  , 9   , 10  , 12  , 16  , 13  , 13  , 18  , 5   , 13  , 8   , 14  , 14  , 6   , 11  , 15  , 12  , 14  , 8   , 8   , 14  , 3   , 14  , 13  , 12  , 15  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M/AM (C)           ", 22    , $7.25M  
 Ezequiel Mu¤oz               , 12    , 14    , 16    , 14    , 17    , 13    , 14    , 15    , 15  , 12  , 15  , 11  , 11  , 8   , 11  , 15  , 7   , 9   , 8   , 14  , 13  , 14  , 12  , 14  , 13  , 8   , 11  , 13  , 10  , 15  , 15  , 12  , 13  , 8   , 13  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB (L)               , 21    , $7.25M  
 David Pizarro                , 11    , 17    , 9     , 5     , 12    , 11    , 13    , 9     , 10  , 15  , 15  , 14  , 12  , 17  , 14  , 14  , 14  , 13  , 12  , 14  , 16  , 14  , 4   , 15  , 14  , 8   , 12  , 3   , 12  , 12  , 18  , 15  , 14  , 7   , 14  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB (L)               , 29    , $7.25M  
 Riccardo Montolivo           , 13    , 16    , 11    , 11    , 15    , 13    , 15    , 11    , 12  , 15  , 11  , 15  , 16  , 15  , 13  , 14  , 15  , 11  , 13  , 9   , 16  , 15  , 12  , 14  , 13  , 12  , 15  , 14  , 13  , 14  , 14  , 10  , 14  , 13  , 11  , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , AM (L)                 , 20    , $7M     
 Djibril Ciss                , 19    , 13    , 16    , 13    , 14    , 17    , 14    , 14    , 12  , 14  , 13  , 11  , 11  , 12  , 10  , 17  , 12  , 14  , 15  , 7   , 8   , 10  , 9   , 10  , 11  , 10  , 11  , 9   , 14  , 16  , 7   , 13  , 14  , 8   , 13  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)              ", 21    , $7M     
 Juan                         , 12    , 11    , 14    , 13    , 11    , 14    , 14    , 15    , 12  , 16  , 14  , 13  , 13  , 10  , 12  , 15  , 10  , 12  , 6   , 16  , 15  , 12  , 10  , 12  , 8   , 7   , 12  , 13  , 14  , 14  , 12  , 14  , 14  , 13  , 16  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (LC)                 , 30    , $7M     
 Ignazio Abate                , 17    , 17    , 13    , 10    , 12    , 16    , 14    , 12    , 15  , 14  , 14  , 12  , 13  , 10  , 13  , 16  , 7   , 8   , 17  , 13  , 14  , 15  , 12  , 12  , 16  , 10  , 12  , 7   , 6   , 14  , 1   , 3   , 15  , 15  , 4   , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (RLC), ST           ", 29    , $7M     
 Andrea Barzagli              , 8     , 7     , 14    , 13    , 15    , 15    , 13    , 15    , 8   , 19  , 12  , 16  , 18  , 10  , 16  , 10  , 3   , 12  , 5   , 18  , 17  , 7   , 7   , 10  , 14  , 8   , 14  , 6   , 6   , 7   , 7   , 11  , 13  , 10  , 15  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D/WB (R), DM, M (C)    ", 23    , $6.75M  
 Paolo Cannavaro              , 11    , 11    , 14    , 14    , 14    , 13    , 17    , 17    , 16  , 14  , 16  , 9   , 13  , 12  , 13  , 13  , 9   , 17  , 13  , 15  , 16  , 16  , 13  , 14  , 13  , 11  , 13  , 12  , 9   , 12  , 7   , 7   , 12  , 12  , 8   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (R)               , 21    , $6.75M  
 Mathieu Flamini              , 15    , 15    , 14    , 9     , 15    , 15    , 16    , 13    , 17  , 13  , 17  , 13  , 13  , 13  , 12  , 14  , 6   , 13  , 13  , 16  , 15  , 14  , 12  , 13  , 15  , 14  , 8   , 8   , 10  , 12  , 5   , 5   , 13  , 12  , 9   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M (RL), AM (RLC)       ", 25    , $5.25M  
