Name,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Cre,Dec,Det,Fla,Inf,Off,Pos,Tea,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,LTh,Mar,Pas,Pen,Tac,Tec,Aer,Cmd,Com,Ecc,Han,Kic,One,Ref,Rus,Pun,Thr,Position,Age,Value
 Yiadom Boakye               , 13    , 14    , 12    , 13    , 14    , 12    , 14    , 14    , 4   , 11  , 12  , 12  , 11  , 11  , 12  , 12  , 10  , 12  , 11  , 12  , 7   , 12  , 4   , 9   , 12  , 14  , 8   , 6   , 13  , 12  , 3   , 4   , 10  , 13  , 5   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                    , 18    , $2.5M 
 Ciro Immobile               , 13    , 11    , 16    , 13    , 18    , 12    , 12    , 13    , 13  , 8   , 13  , 10  , 7   , 8   , 12  , 11  , 8   , 11  , 15  , 5   , 11  , 13  , 5   , 7   , 10  , 13  , 10  , 7   , 15  , 6   , 5   , 3   , 11  , 12  , 3   , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                    , 21    , $2.5M 
 Diego Farias                , 15    , 15    , 7     , 6     , 11    , 14    , 11    , 6     , 3   , 14  , 6   , 13  , 5   , 5   , 7   , 10  , 14  , 12  , 14  , 9   , 10  , 15  , 7   , 10  , 15  , 11  , 9   , 7   , 2   , 5   , 10  , 5   , 8   , 10  , 5   , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , AM (RLC)              , 21    , $2.4M 
 Fernando Forestieri         , 13    , 13    , 12    , 8     , 13    , 12    , 13    , 11    , 7   , 13  , 12  , 10  , 13  , 13  , 13  , 13  , 14  , 10  , 13  , 13  , 10  , 12  , 9   , 12  , 16  , 12  , 9   , 12  , 6   , 8   , 1   , 2   , 13  , 11  , 10  , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (C), ST            ", 21    , $2.3M 
 Gianvito Misuraca           , 12    , 10    , 10    , 12    , 14    , 11    , 12    , 11    , 10  , 10  , 14  , 11  , 12  , 13  , 12  , 14  , 10  , 11  , 12  , 11  , 14  , 12  , 11  , 9   , 10  , 13  , 11  , 11  , 10  , 11  , 5   , 9   , 14  , 11  , 9   , 10  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (RLC), ST          ", 21    , $2.3M 
 Jasmin Kurtic               , 12    , 12    , 12    , 11    , 10    , 11    , 10    , 10    , 14  , 13  , 12  , 10  , 11  , 13  , 11  , 12  , 11  , 9   , 13  , 12  , 12  , 11  , 11  , 10  , 12  , 12  , 12  , 11  , 11  , 11  , 10  , 8   , 12  , 14  , 9   , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (C)              , 22    , $2.3M 
 Pasquale Foggia             , 15    , 16    , 8     , 5     , 13    , 14    , 12    , 10    , 10  , 9   , 13  , 10  , 11  , 13  , 11  , 10  , 14  , 10  , 15  , 4   , 12  , 12  , 13  , 14  , 14  , 10  , 15  , 12  , 7   , 12  , 5   , 7   , 14  , 14  , 7   , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , AM (RLC)              , 28    , $2.3M 
 Alessio Pasquale Viola      , 14    , 14    , 7     , 6     , 14    , 13    , 10    , 8     , 12  , 12  , 8   , 10  , 8   , 11  , 12  , 10  , 13  , 10  , 13  , 5   , 9   , 11  , 12  , 11  , 13  , 12  , 11  , 12  , 6   , 11  , 4   , 4   , 11  , 12  , 7   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (C), ST            ", 20    , $2.3M 
 De Paula                    , 14    , 14    , 11    , 13    , 8     , 13    , 14    , 14    , 12  , 11  , 12  , 8   , 11  , 8   , 10  , 13  , 16  , 10  , 13  , 12  , 11  , 12  , 7   , 8   , 10  , 14  , 9   , 10  , 13  , 8   , 5   , 3   , 9   , 12  , 7   , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (L), ST            ", 27    , $2.3M 
 Alen Stevanovic             , 11    , 11    , 11    , 9     , 10    , 12    , 10    , 12    , 12  , 9   , 11  , 9   , 9   , 11  , 8   , 13  , 15  , 10  , 12  , 4   , 8   , 8   , 9   , 10  , 15  , 9   , 10  , 7   , 8   , 10  , 3   , 4   , 13  , 9   , 3   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , AM (LC)               , 20    , $2.3M 
 Federico Gerardi            , 13    , 12    , 15    , 13    , 14    , 12    , 14    , 14    , 12  , 7   , 12  , 11  , 8   , 8   , 9   , 11  , 8   , 8   , 12  , 11  , 8   , 13  , 7   , 8   , 7   , 13  , 10  , 7   , 13  , 9   , 6   , 5   , 8   , 8   , 7   , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                    , 23    , $2.2M 
 Zsolt Laczk¢                , 13    , 12    , 11    , 13    , 12    , 13    , 9     , 10    , 12  , 11  , 12  , 14  , 11  , 12  , 12  , 12  , 12  , 8   , 12  , 9   , 12  , 14  , 12  , 11  , 15  , 11  , 14  , 7   , 12  , 10  , 9   , 12  , 13  , 9   , 13  , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB/M/AM (L)         , 24    , $2.2M 
 Flavio Lazzari              , 14    , 13    , 12    , 11    , 15    , 15    , 14    , 15    , 9   , 8   , 10  , 10  , 11  , 11  , 11  , 10  , 9   , 4   , 11  , 12  , 12  , 11  , 8   , 9   , 11  , 8   , 7   , 8   , 7   , 11  , 3   , 6   , 13  , 6   , 7   , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (LC)             , 24    , $2.2M 
 Bartosz Salamon             , 12    , 12    , 14    , 16    , 14    , 16    , 10    , 11    , 6   , 11  , 4   , 8   , 10  , 8   , 10  , 8   , 9   , 6   , 9   , 8   , 11  , 13  , 10  , 12  , 11  , 11  , 9   , 11  , 12  , 12  , 11  , 4   , 14  , 10  , 3   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (C)              , 20    , $2.2M 
 Jonathan Rossini            , 14    , 14    , 10    , 12    , 13    , 11    , 10    , 10    , 12  , 14  , 9   , 10  , 8   , 8   , 10  , 10  , 6   , 13  , 11  , 10  , 12  , 10  , 5   , 12  , 4   , 8   , 10  , 4   , 18  , 5   , 12  , 12  , 12  , 8   , 14  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (LC)                , 22    , $2.2M 
 Michele Paolucci            , 14    , 14    , 12    , 9     , 13    , 14    , 13    , 13    , 14  , 14  , 13  , 13  , 11  , 10  , 12  , 14  , 8   , 12  , 14  , 7   , 14  , 14  , 8   , 8   , 12  , 14  , 13  , 10  , 11  , 11  , 2   , 4   , 11  , 12  , 4   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                    , 25    , $2.2M 
 Massimo Maccarone           , 14    , 13    , 12    , 11    , 11    , 13    , 12    , 13    , 14  , 12  , 13  , 10  , 9   , 11  , 11  , 9   , 13  , 13  , 15  , 9   , 13  , 15  , 9   , 12  , 12  , 13  , 11  , 13  , 12  , 14  , 9   , 8   , 10  , 14  , 9   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                    , 31    , $2.2M 
 Agostino Garofalo           , 13    , 15    , 13    , 8     , 8     , 13    , 13    , 9     , 8   , 13  , 13  , 10  , 11  , 10  , 12  , 8   , 7   , 6   , 15  , 11  , 11  , 13  , 10  , 17  , 14  , 7   , 9   , 15  , 6   , 7   , 5   , 13  , 14  , 13  , 12  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB/M (L)            , 26    , $2.1M 
 Francesco Ruopolo           , 13    , 12    , 14    , 13    , 12    , 13    , 14    , 16    , 12  , 5   , 12  , 13  , 9   , 8   , 11  , 17  , 10  , 13  , 15  , 11  , 10  , 14  , 7   , 8   , 13  , 14  , 12  , 9   , 14  , 11  , 6   , 4   , 9   , 14  , 6   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                    , 28    , $2.1M 
 Carl Valeri                 , 16    , 12    , 12    , 4     , 11    , 15    , 16    , 9     , 18  , 10  , 9   , 9   , 12  , 12  , 10  , 13  , 11  , 11  , 9   , 11  , 13  , 14  , 8   , 7   , 11  , 6   , 12  , 15  , 4   , 16  , 4   , 15  , 13  , 9   , 13  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)             ", 26    , $2.1M 
 Daniele Dessena             , 13    , 12    , 12    , 10    , 14    , 14    , 17    , 14    , 16  , 14  , 14  , 8   , 9   , 12  , 13  , 9   , 10  , 12  , 12  , 12  , 13  , 14  , 9   , 13  , 11  , 12  , 11  , 9   , 12  , 15  , 10  , 12  , 13  , 8   , 12  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (RC)            ", 24    , $2.1M 
 Massimo Donati              , 12    , 13    , 12    , 11    , 13    , 12    , 15    , 12    , 12  , 14  , 11  , 9   , 10  , 14  , 13  , 13  , 10  , 12  , 11  , 11  , 13  , 10  , 10  , 12  , 12  , 8   , 10  , 10  , 10  , 11  , 3   , 10  , 15  , 14  , 13  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)             ", 30    , $2.1M 
 Simone Bentivoglio          , 12    , 14    , 10    , 10    , 15    , 12    , 11    , 11    , 13  , 10  , 14  , 11  , 11  , 12  , 12  , 12  , 10  , 11  , 15  , 11  , 13  , 10  , 5   , 12  , 10  , 9   , 11  , 9   , 10  , 12  , 10  , 9   , 14  , 10  , 11  , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M (LC), AM (C)        ", 26    , $2.1M 
 Pedro                       , 10    , 10    , 10    , 10    , 16    , 15    , 16    , 15    , 11  , 12  , 10  , 10  , 11  , 14  , 8   , 15  , 10  , 10  , 11  , 13  , 15  , 14  , 10  , 10  , 10  , 10  , 10  , 10  , 10  , 10  , 8   , 10  , 10  , 9   , 11  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M (C)                 , 19    , $2.1M 
 Roberto Soriano             , 9     , 13    , 9     , 11    , 10    , 11    , 5     , 11    , 10  , 11  , 10  , 8   , 11  , 12  , 11  , 10  , 9   , 9   , 11  , 11  , 10  , 10  , 13  , 11  , 15  , 11  , 11  , 9   , 10  , 15  , 8   , 9   , 17  , 9   , 9   , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M (C)                 , 20    , $2M   
 Savio                       , 14    , 14    , 9     , 6     , 13    , 13    , 12    , 9     , 13  , 10  , 13  , 10  , 12  , 7   , 8   , 11  , 12  , 4   , 11  , 7   , 8   , 12  , 9   , 11  , 12  , 8   , 11  , 2   , 8   , 9   , 1   , 7   , 11  , 3   , 7   , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M (RL), AM (RLC), ST  ", 21    , $2M   
 Marco Zambelli              , 15    , 13    , 12    , 9     , 12    , 16    , 13    , 9     , 12  , 14  , 10  , 12  , 7   , 12  , 9   , 10  , 12  , 15  , 4   , 15  , 12  , 14  , 10  , 16  , 9   , 7   , 12  , 2   , 9   , 14  , 4   , 14  , 14  , 1   , 16  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D/WB (R), DM, M (RC)  ", 25    , $2M   
 Kamil Glik                  , 11    , 12    , 13    , 13    , 12    , 13    , 14    , 14    , 12  , 14  , 15  , 14  , 14  , 10  , 14  , 15  , 3   , 8   , 12  , 12  , 14  , 12  , 9   , 3   , 7   , 10  , 8   , 8   , 13  , 12  , 7   , 13  , 10  , 5   , 13  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)                 , 23    , $1.9M 
 Isaac Cofie                 , 13    , 12    , 12    , 8     , 12    , 13    , 14    , 14    , 12  , 11  , 10  , 10  , 14  , 14  , 11  , 12  , 10  , 9   , 12  , 13  , 12  , 14  , 7   , 7   , 6   , 6   , 11  , 5   , 8   , 7   , 11  , 10  , 12  , 7   , 14  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M (RC)                , 20    , $1.9M 
 Davide Di Gennaro           , 14    , 14    , 11    , 9     , 12    , 15    , 12    , 9     , 10  , 14  , 10  , 11  , 10  , 11  , 10  , 11  , 11  , 12  , 12  , 9   , 10  , 12  , 12  , 15  , 14  , 11  , 11  , 12  , 10  , 11  , 5   , 2   , 13  , 11  , 3   , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , AM (LC)               , 23    , $1.9M 
 Ivan Fatic                  , 11    , 15    , 10    , 12    , 7     , 12    , 11    , 12    , 11  , 10  , 7   , 11  , 11  , 12  , 11  , 13  , 8   , 10  , 13  , 13  , 12  , 12  , 15  , 13  , 11  , 7   , 11  , 14  , 11  , 16  , 7   , 14  , 14  , 15  , 13  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D (LC), WB (L)        ", 22    , $1.9M 
 Andrea Rispoli              , 15    , 12    , 8     , 13    , 14    , 15    , 14    , 10    , 8   , 13  , 7   , 10  , 12  , 10  , 10  , 11  , 11  , 8   , 15  , 11  , 12  , 14  , 9   , 13  , 12  , 9   , 10  , 4   , 9   , 10  , 10  , 8   , 11  , 7   , 10  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D (R), WB (RL), M (R) ", 22    , $1.9M 
 Milan Djuric                , 11    , 7     , 11    , 16    , 15    , 11    , 11    , 15    , 11  , 14  , 15  , 15  , 14  , 15  , 13  , 15  , 9   , 6   , 14  , 9   , 10  , 9   , 5   , 6   , 8   , 15  , 11  , 5   , 16  , 6   , 5   , 5   , 15  , 11  , 5   , 10  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                    , 21    , $1.9M 
 Cristian Bertani            , 14    , 15    , 10    , 9     , 16    , 13    , 15    , 8     , 11  , 15  , 11  , 11  , 12  , 11  , 14  , 15  , 11  , 7   , 13  , 8   , 14  , 13  , 2   , 10  , 16  , 16  , 14  , 1   , 6   , 9   , 1   , 2   , 13  , 4   , 7   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (RLC), ST          ", 30    , $1.9M 
 Simone Verdi                , 15    , 13    , 4     , 4     , 10    , 16    , 3     , 4     , 8   , 10  , 5   , 8   , 7   , 11  , 7   , 13  , 14  , 5   , 14  , 3   , 5   , 7   , 12  , 12  , 10  , 8   , 10  , 13  , 3   , 10  , 4   , 1   , 11  , 11  , 3   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , AM (RLC)              , 19    , $1.9M 
 Matteo Darmian              , 12    , 12    , 12    , 13    , 14    , 13    , 11    , 11    , 12  , 13  , 10  , 12  , 12  , 9   , 13  , 13  , 4   , 12  , 7   , 12  , 13  , 12  , 2   , 10  , 8   , 3   , 11  , 2   , 12  , 4   , 14  , 13  , 8   , 4   , 14  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (RC)                , 21    , $1.9M 
 Federico Moretti            , 14    , 11    , 12    , 14    , 14    , 14    , 14    , 12    , 12  , 10  , 7   , 11  , 11  , 15  , 12  , 12  , 11  , 8   , 14  , 10  , 13  , 12  , 8   , 9   , 10  , 11  , 12  , 7   , 12  , 15  , 5   , 6   , 14  , 11  , 9   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M (C)                 , 22    , $1.8M 
 Migjen Basha                , 15    , 12    , 13    , 11    , 13    , 14    , 16    , 14    , 13  , 12  , 14  , 7   , 12  , 11  , 11  , 14  , 9   , 10  , 9   , 14  , 12  , 14  , 10  , 5   , 8   , 5   , 12  , 9   , 13  , 14  , 7   , 13  , 12  , 9   , 14  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)             ", 24    , $1.8M 
 Stefano Pettinari           , 13    , 14    , 10    , 7     , 13    , 14    , 7     , 7     , 7   , 5   , 5   , 12  , 8   , 13  , 8   , 6   , 12  , 2   , 13  , 6   , 8   , 11  , 10  , 11  , 13  , 12  , 12  , 7   , 14  , 12  , 5   , 3   , 8   , 10  , 10  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (R), ST            ", 19    , $1.8M 
 Simone Zaza                 , 10    , 12    , 14    , 13    , 12    , 10    , 10    , 8     , 7   , 8   , 10  , 11  , 7   , 12  , 9   , 15  , 13  , 13  , 10  , 4   , 12  , 15  , 4   , 7   , 11  , 12  , 14  , 7   , 13  , 7   , 5   , 4   , 6   , 3   , 9   , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                    , 20    , $1.8M 
 Matthias Lepiller           , 12    , 6     , 12    , 8     , 2     , 11    , 6     , 12    , 11  , 15  , 12  , 15  , 12  , 15  , 15  , 14  , 14  , 12  , 14  , 12  , 10  , 12  , 14  , 14  , 12  , 11  , 8   , 15  , 11  , 15  , 5   , 5   , 14  , 16  , 5   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , AM (C)                , 23    , $1.8M 
 Mase Nana Addo Welbek       , 13    , 12    , 12    , 7     , 14    , 13    , 10    , 4     , 8   , 3   , 5   , 7   , 9   , 6   , 7   , 9   , 11  , 10  , 9   , 6   , 13  , 14  , 9   , 5   , 7   , 13  , 13  , 9   , 13  , 11  , 7   , 2   , 10  , 9   , 1   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                    , 16    , $1.8M 
 Fausto Rossi                , 14    , 12    , 9     , 6     , 4     , 14    , 9     , 6     , 7   , 9   , 11  , 10  , 7   , 11  , 11  , 14  , 14  , 4   , 11  , 7   , 9   , 8   , 11  , 12  , 13  , 7   , 11  , 9   , 4   , 11  , 8   , 3   , 12  , 14  , 4   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (L)              , 20    , $1.8M 
 Giuseppe Rizzo              , 12    , 10    , 12    , 10    , 15    , 12    , 14    , 14    , 16  , 14  , 14  , 10  , 14  , 9   , 8   , 10  , 5   , 10  , 8   , 14  , 14  , 14  , 5   , 7   , 7   , 5   , 8   , 5   , 10  , 10  , 8   , 10  , 12  , 8   , 14  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , DM                    , 20    , $1.7M 
 Marco D'Alessandro          , 16    , 14    , 10    , 7     , 13    , 12    , 12    , 11    , 10  , 10  , 10  , 11  , 10  , 9   , 10  , 12  , 12  , 2   , 10  , 10  , 11  , 10  , 13  , 12  , 13  , 12  , 11  , 7   , 7   , 11  , 5   , 5   , 11  , 7   , 9   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (L)              , 20    , $1.7M 
 Mauro Icardi                , 10    , 12    , 12    , 7     , 9     , 10    , 6     , 7     , 5   , 8   , 2   , 10  , 8   , 7   , 7   , 7   , 11  , 8   , 12  , 3   , 7   , 9   , 8   , 11  , 10  , 9   , 12  , 6   , 10  , 12  , 1   , 3   , 8   , 8   , 6   , 8   , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                    , 18    , $1.7M 
 Simone Dell'Agnello         , 10    , 10    , 13    , 14    , 12    , 11    , 12    , 13    , 12  , 13  , 13  , 13  , 10  , 8   , 10  , 14  , 7   , 11  , 13  , 6   , 14  , 13  , 3   , 6   , 7   , 14  , 9   , 4   , 15  , 6   , 5   , 3   , 9   , 10  , 8   , 10  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                    , 19    , $1.7M 
 Riccardo Saponara           , 12    , 12    , 12    , 8     , 13    , 12    , 12    , 4     , 6   , 8   , 4   , 9   , 11  , 10  , 10  , 9   , 15  , 1   , 8   , 8   , 8   , 12  , 7   , 11  , 12  , 12  , 11  , 5   , 11  , 5   , 1   , 5   , 10  , 8   , 5   , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (RL), ST           ", 19    , $1.7M 
 Blazej Augustyn             , 12    , 10    , 14    , 15    , 8     , 11    , 13    , 13    , 13  , 12  , 13  , 10  , 11  , 11  , 12  , 14  , 7   , 8   , 12  , 12  , 11  , 13  , 4   , 10  , 7   , 6   , 10  , 9   , 12  , 15  , 10  , 12  , 12  , 9   , 13  , 10  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D (LC), DM            ", 23    , $1.7M 
 Diego Polenta               , 10    , 10    , 14    , 10    , 15    , 11    , 14    , 14    , 14  , 10  , 15  , 12  , 14  , 10  , 11  , 13  , 7   , 12  , 12  , 11  , 10  , 15  , 8   , 8   , 7   , 6   , 9   , 7   , 8   , 7   , 5   , 12  , 10  , 17  , 11  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)                 , 19    , $1.7M 
 Daniele Rugani              , 13    , 13    , 13    , 12    , 13    , 13    , 8     , 7     , 8   , 11  , 8   , 4   , 5   , 8   , 13  , 10  , 6   , 4   , 3   , 11  , 7   , 11  , 3   , 1   , 1   , 3   , 9   , 1   , 12  , 5   , 7   , 12  , 13  , 6   , 12  , 6   , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)                 , 16    , $1.7M 
