Name,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Cre,Dec,Det,Fla,Inf,Off,Pos,Tea,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,LTh,Mar,Pas,Pen,Tac,Tec,Aer,Cmd,Com,Ecc,Han,Kic,One,Ref,Rus,Pun,Thr,Position,Age,Value
 Zvonko Pamic            , 12    , 12    , 10    , 14    , 14    , 12    , 15    , 12    , 10  , 11  , 13  , 9   , 8   , 13  , 9   , 15  , 11  , 7   , 11  , 8   , 12  , 15  , 15  , 15  , 12  , 11  , 12  , 14  , 12  , 10  , 3   , 8   , 15  , 15  , 10  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (C)                    , 20    , $3.2M 
 Simon Terodde           , 11    , 10    , 10    , 17    , 9     , 12    , 8     , 15    , 5   , 11  , 7   , 10  , 11  , 13  , 14  , 10  , 13  , 12  , 11  , 13  , 11  , 12  , 11  , 8   , 9   , 13  , 9   , 7   , 15  , 12  , 8   , 8   , 7   , 11  , 8   , 10  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                          , 23    , $3.1M 
 Matthias Lehmann        , 14    , 14    , 12    , 10    , 15    , 12    , 15    , 11    , 14  , 13  , 14  , 12  , 14  , 10  , 13  , 13  , 12  , 17  , 12  , 13  , 13  , 12  , 11  , 12  , 11  , 10  , 12  , 13  , 10  , 15  , 13  , 11  , 13  , 11  , 14  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)                   ", 28    , $3.1M 
 Martin Fenin            , 15    , 14    , 10    , 11    , 16    , 15    , 14    , 12    , 13  , 10  , 10  , 8   , 11  , 8   , 11  , 10  , 14  , 8   , 14  , 5   , 10  , 14  , 7   , 11  , 13  , 12  , 12  , 8   , 12  , 11  , 7   , 2   , 11  , 13  , 5   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (R), ST                  ", 24    , $3.1M 
 Pirmin Schwegler        , 14    , 14    , 12    , 8     , 14    , 14    , 14    , 11    , 12  , 13  , 12  , 11  , 12  , 14  , 11  , 12  , 9   , 10  , 9   , 13  , 14  , 13  , 11  , 11  , 13  , 7   , 14  , 12  , 10  , 12  , 7   , 13  , 16  , 12  , 12  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)                   ", 24    , $3.1M 
 Stefan Bell             , 10    , 11    , 14    , 16    , 13    , 10    , 12    , 13    , 13  , 15  , 12  , 14  , 12  , 13  , 12  , 15  , 8   , 10  , 9   , 13  , 12  , 13  , 5   , 4   , 9   , 3   , 9   , 3   , 15  , 3   , 7   , 14  , 13  , 7   , 14  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)                       , 19    , $3.1M 
 Macauley Chrisantus     , 12    , 12    , 12    , 12    , 13    , 12    , 12    , 14    , 5   , 12  , 10  , 12  , 7   , 13  , 10  , 13  , 10  , 8   , 14  , 8   , 11  , 13  , 7   , 7   , 13  , 13  , 14  , 10  , 12  , 12  , 2   , 3   , 11  , 14  , 3   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                          , 20    , $3M   
 Lasse Sobiech           , 8     , 7     , 16    , 19    , 12    , 13    , 14    , 15    , 11  , 14  , 15  , 9   , 9   , 4   , 12  , 11  , 5   , 8   , 7   , 14  , 14  , 12  , 1   , 4   , 5   , 5   , 7   , 1   , 11  , 2   , 10  , 14  , 7   , 6   , 14  , 8   , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)                       , 20    , $3M   
 Sebastian Rode          , 15    , 12    , 11    , 7     , 10    , 15    , 12    , 12    , 9   , 12  , 10  , 11  , 11  , 14  , 12  , 10  , 7   , 11  , 14  , 13  , 14  , 15  , 9   , 12  , 13  , 10  , 12  , 9   , 8   , 10  , 8   , 9   , 13  , 7   , 10  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M (C)                       , 20    , $3M   
 Caiuby                  , 14    , 13    , 11    , 12    , 8     , 14    , 13    , 11    , 12  , 10  , 14  , 13  , 10  , 10  , 12  , 11  , 14  , 7   , 12  , 5   , 10  , 12  , 6   , 10  , 12  , 12  , 12  , 5   , 12  , 7   , 3   , 4   , 8   , 11  , 4   , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M (L), AM (LC), ST          ", 22    , $2.9M 
 Andrei Cristea          , 14    , 13    , 12    , 11    , 12    , 14    , 11    , 13    , 9   , 11  , 12  , 13  , 13  , 12  , 12  , 14  , 12  , 10  , 11  , 11  , 10  , 12  , 6   , 11  , 12  , 14  , 12  , 13  , 15  , 9   , 3   , 5   , 11  , 15  , 6   , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                          , 27    , $2.9M 
 Edgar Prib              , 13    , 13    , 15    , 10    , 15    , 14    , 15    , 11    , 16  , 11  , 15  , 11  , 9   , 13  , 10  , 14  , 11  , 9   , 12  , 9   , 13  , 17  , 11  , 16  , 13  , 7   , 13  , 13  , 9   , 8   , 5   , 9   , 12  , 10  , 15  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (LC)                   , 21    , $2.8M 
 Marvin Knoll            , 10    , 9     , 12    , 9     , 13    , 11    , 13    , 14    , 10  , 13  , 11  , 14  , 13  , 14  , 12  , 18  , 8   , 13  , 9   , 10  , 14  , 11  , 12  , 12  , 10  , 8   , 13  , 13  , 9   , 12  , 4   , 8   , 14  , 10  , 10  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)                   ", 20    , $2.8M 
 Shervin Radjabali-Fardi , 14    , 13    , 11    , 9     , 12    , 12    , 14    , 8     , 13  , 11  , 12  , 12  , 11  , 10  , 11  , 14  , 11  , 5   , 12  , 12  , 12  , 13  , 5   , 12  , 11  , 7   , 13  , 5   , 7   , 5   , 8   , 11  , 12  , 5   , 12  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB/M (RL)                 , 20    , $2.8M 
 Christoph Kramer        , 12    , 10    , 10    , 12    , 7     , 12    , 8     , 5     , 6   , 8   , 4   , 11  , 10  , 12  , 11  , 10  , 11  , 7   , 8   , 12  , 13  , 12  , 3   , 3   , 6   , 9   , 12  , 8   , 2   , 12  , 6   , 10  , 12  , 8   , 11  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)                   ", 20    , $2.8M 
 Dominic Peitz           , 10    , 8     , 15    , 17    , 14    , 11    , 15    , 15    , 13  , 10  , 10  , 10  , 9   , 8   , 10  , 9   , 7   , 10  , 10  , 11  , 12  , 14  , 8   , 7   , 10  , 8   , 11  , 7   , 16  , 13  , 8   , 14  , 11  , 10  , 14  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)                   ", 26    , $2.7M 
 Patrick Funk            , 11    , 10    , 12    , 9     , 15    , 11    , 14    , 15    , 15  , 12  , 17  , 12  , 12  , 11  , 13  , 14  , 5   , 16  , 8   , 12  , 16  , 18  , 14  , 6   , 9   , 5   , 12  , 10  , 10  , 7   , 6   , 12  , 13  , 17  , 13  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D/WB (R), DM, M (C)         ", 21    , $2.7M 
 Max Kruse               , 12    , 13    , 12    , 10    , 12    , 13    , 16    , 11    , 10  , 11  , 10  , 11  , 12  , 11  , 13  , 12  , 13  , 9   , 14  , 9   , 13  , 15  , 12  , 13  , 14  , 9   , 13  , 12  , 8   , 11  , 7   , 9   , 12  , 8   , 11  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (LC)                   , 23    , $2.7M 
 Jong Tae-Se             , 11    , 14    , 14    , 14    , 14    , 15    , 15    , 14    , 12  , 12  , 13  , 11  , 12  , 13  , 9   , 10  , 13  , 11  , 12  , 14  , 13  , 11  , 5   , 12  , 14  , 15  , 14  , 8   , 16  , 11  , 5   , 7   , 14  , 8   , 8   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                          , 27    , $2.7M 
 Daniel Halfar           , 14    , 15    , 13    , 6     , 12    , 14    , 12    , 10    , 11  , 11  , 13  , 11  , 11  , 12  , 13  , 16  , 12  , 7   , 14  , 8   , 12  , 13  , 15  , 13  , 14  , 8   , 13  , 16  , 6   , 11  , 4   , 8   , 12  , 14  , 7   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (RL)                   , 23    , $2.6M 
 Gordon Schildenfeld     , 10    , 9     , 13    , 16    , 13    , 11    , 14    , 15    , 7   , 12  , 15  , 10  , 10  , 12  , 10  , 10  , 9   , 15  , 11  , 15  , 14  , 14  , 3   , 4   , 5   , 8   , 8   , 3   , 17  , 6   , 7   , 15  , 14  , 10  , 14  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)                       , 26    , $2.6M 
 Leonardo Bittencourt    , 13    , 13    , 5     , 6     , 12    , 11    , 12    , 4     , 11  , 10  , 12  , 11  , 7   , 12  , 12  , 14  , 13  , 7   , 13  , 10  , 13  , 15  , 11  , 12  , 14  , 11  , 13  , 10  , 6   , 8   , 3   , 7   , 13  , 10  , 8   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (RLC)                  , 17    , $2.6M 
 Thomas Kessler          , 6     , 8     , 15    , 18    , 15    , 12    , 14    , 16    , 9   , 13  , 12  , 9   , 12  , 6   , 13  , 10  , 5   , 8   , 5   , 13  , 14  , 10  , -   , -   , -   , -   , 6   , 7   , -   , -   , -   , -   , -   , 2   , -   , 7   , 13   , 13   , 13   , 5    , 11   , 13   , 15   , 17   , 12   , 14   , 13   , GK                          , 25    , $2.6M 
 Benjamin Khler         , 14    , 12    , 11    , 9     , 14    , 15    , 13    , 12    , 11  , 10  , 12  , 11  , 10  , 13  , 12  , 13  , 5   , 11  , 14  , 12  , 14  , 14  , 7   , 12  , 12  , 12  , 11  , 8   , 12  , 9   , 8   , 7   , 12  , 14  , 12  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (L)                    , 30    , $2.6M 
 Stephan Schrck         , 15    , 17    , 9     , 5     , 13    , 15    , 14    , 11    , 14  , 10  , 17  , 10  , 9   , 12  , 8   , 15  , 15  , 8   , 11  , 8   , 9   , 16  , 7   , 9   , 14  , 8   , 11  , 5   , 4   , 9   , 16  , 8   , 10  , 8   , 13  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D/WB/M (R), AM (RL)         ", 24    , $2.5M 
 Andreas Lambertz        , 12    , 13    , 12    , 8     , 12    , 12    , 16    , 11    , 12  , 14  , 16  , 13  , 12  , 12  , 15  , 17  , 13  , 18  , 14  , 12  , 17  , 17  , 15  , 12  , 13  , 11  , 13  , 14  , 9   , 12  , 5   , 11  , 13  , 14  , 13  , 10  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (LC)                   , 26    , $2.5M 
 Timo Staffeldt          , 13    , 12    , 14    , 12    , 9     , 13    , 15    , 13    , 14  , 12  , 11  , 12  , 12  , 13  , 12  , 13  , 12  , 14  , 14  , 11  , 15  , 14  , 12  , 10  , 12  , 12  , 14  , 13  , 8   , 12  , 5   , 13  , 15  , 10  , 10  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M (RC)                      , 27    , $2.5M 
 Christopher Schorch     , 13    , 9     , 12    , 16    , 12    , 17    , 12    , 17    , 12  , 9   , 13  , 7   , 8   , 5   , 8   , 8   , 5   , 8   , 6   , 10  , 13  , 14  , 5   , 7   , 6   , 4   , 9   , 4   , 16  , 6   , 16  , 14  , 9   , 5   , 13  , 8   , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (RC)                      , 22    , $2.5M 
 Reinhold Yabo           , 12    , 10    , 12    , 9     , 12    , 12    , 9     , 9     , 9   , 12  , 9   , 14  , 12  , 12  , 13  , 10  , 11  , 13  , 8   , 11  , 13  , 10  , 11  , 9   , 8   , 8   , 9   , 11  , 8   , 9   , 10  , 10  , 13  , 10  , 10  , 10  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M (RC), AM (R)              ", 19    , $2.4M 
 Mahir Saglik            , 14    , 13    , 12    , 9     , 12    , 12    , 10    , 12    , 12  , 17  , 11  , 16  , 10  , 11  , 16  , 10  , 13  , 7   , 16  , 5   , 6   , 8   , 7   , 8   , 14  , 14  , 13  , 13  , 9   , 12  , 2   , 2   , 10  , 16  , 4   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                          , 28    , $2.4M 
 Anouar Hadouir          , 13    , 14    , 13    , 7     , 17    , 12    , 11    , 12    , 6   , 14  , 14  , 14  , 12  , 15  , 13  , 10  , 11  , 12  , 13  , 5   , 13  , 14  , 11  , 12  , 13  , 10  , 13  , 13  , 9   , 10  , 3   , 5   , 14  , 7   , 4   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , AM (RC)                     , 28    , $2.4M 
 Ken Ils?                , 15    , 12    , 12    , 11    , 13    , 13    , 14    , 9     , 12  , 11  , 11  , 12  , 11  , 12  , 11  , 12  , 17  , 5   , 11  , 10  , 14  , 14  , 12  , 11  , 14  , 13  , 12  , 13  , 10  , 12  , 12  , 3   , 13  , 13  , 3   , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (C), ST                  ", 24    , $2.4M 
 Anderson Bamba          , 14    , 13    , 12    , 16    , 13    , 17    , 14    , 13    , 9   , 13  , 10  , 9   , 9   , 10  , 13  , 12  , 9   , 8   , 7   , 10  , 14  , 12  , 3   , 9   , 10  , 7   , 12  , 6   , 14  , 4   , 3   , 11  , 12  , 6   , 14  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)                       , 23    , $2.4M 
 Marc-Andr Kruska       , 11    , 12    , 12    , 10    , 15    , 12    , 16    , 12    , 15  , 15  , 13  , 13  , 15  , 9   , 12  , 14  , 6   , 15  , 7   , 13  , 16  , 13  , 14  , 12  , 7   , 7   , 12  , 14  , 7   , 13  , 7   , 15  , 12  , 14  , 13  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)                   ", 23    , $2.4M 
 Vasilis Pliatsikas      , 12    , 11    , 13    , 10    , 11    , 13    , 16    , 14    , 16  , 12  , 15  , 10  , 11  , 8   , 10  , 15  , 8   , 8   , 10  , 12  , 12  , 16  , 9   , 10  , 10  , 6   , 9   , 10  , 6   , 12  , 13  , 12  , 11  , 7   , 12  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D/WB (R), DM, M (C)         ", 23    , $2.4M 
 Markus Brzenska         , 9     , 9     , 14    , 18    , 15    , 10    , 15    , 18    , 12  , 14  , 14  , 9   , 12  , 5   , 12  , 12  , 11  , 9   , 6   , 14  , 14  , 12  , 4   , 4   , 3   , 6   , 7   , 5   , 15  , 5   , 11  , 14  , 7   , 7   , 15  , 7   , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)                       , 27    , $2.4M 
 Giorgos Tzavellas       , 13    , 11    , 14    , 12    , 16    , 14    , 14    , 15    , 15  , 12  , 15  , 10  , 12  , 14  , 12  , 14  , 8   , 11  , 10  , 12  , 14  , 15  , 14  , 15  , 10  , 11  , 12  , 14  , 12  , 11  , 12  , 11  , 13  , 10  , 12  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB/M (L)                  , 23    , $2.3M 
 mit Korkmaz            , 18    , 15    , 12    , 7     , 9     , 15    , 13    , 9     , 13  , 7   , 12  , 10  , 9   , 13  , 10  , 18  , 17  , 8   , 15  , 5   , 8   , 14  , 11  , 10  , 15  , 8   , 11  , 5   , 4   , 10  , 9   , 3   , 11  , 12  , 7   , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M (L), AM (RL)              ", 25    , $2.3M 
 Mimoun Azaouagh         , 16    , 16    , 13    , 7     , 12    , 13    , 13    , 7     , 13  , 10  , 12  , 12  , 12  , 14  , 10  , 13  , 14  , 10  , 13  , 8   , 8   , 7   , 13  , 15  , 16  , 8   , 14  , 14  , 8   , 15  , 8   , 6   , 14  , 14  , 6   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , AM (RC)                     , 28    , $2.3M 
 Stefan Aigner           , 15    , 14    , 14    , 12    , 10    , 14    , 13    , 13    , 15  , 12  , 14  , 9   , 12  , 12  , 11  , 16  , 12  , 5   , 13  , 8   , 12  , 13  , 11  , 12  , 14  , 11  , 11  , 6   , 14  , 7   , 5   , 6   , 11  , 8   , 7   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (R)                    , 23    , $2.3M 
 Flamur Kastrati         , 16    , 15    , 11    , 12    , 11    , 12    , 11    , 12    , 12  , 11  , 12  , 11  , 8   , 9   , 10  , 10  , 11  , 5   , 14  , 7   , 11  , 13  , 6   , 8   , 14  , 10  , 13  , 8   , 11  , 8   , 4   , 5   , 10  , 10  , 5   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (RLC), ST                ", 19    , $2.3M 
 Tobias Levels           , 10    , 7     , 11    , 12    , 15    , 13    , 16    , 15    , 15  , 11  , 18  , 7   , 15  , 7   , 10  , 17  , 3   , 15  , 10  , 14  , 18  , 17  , 8   , 12  , 5   , 5   , 7   , 6   , 11  , 6   , 15  , 14  , 8   , 9   , 15  , 7   , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (R)                       , 24    , $2.3M 
 Charles Takyi           , 15    , 14    , 12    , 8     , 13    , 12    , 13    , 12    , 7   , 13  , 8   , 11  , 7   , 14  , 11  , 8   , 14  , 8   , 11  , 8   , 9   , 9   , 12  , 13  , 13  , 11  , 14  , 12  , 9   , 13  , 7   , 7   , 14  , 14  , 8   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (RC)                   , 26    , $2.3M 
 Caio                    , 13    , 11    , 13    , 12    , 4     , 12    , 8     , 13    , 6   , 13  , 6   , 13  , 12  , 13  , 11  , 6   , 14  , 5   , 13  , 6   , 9   , 7   , 15  , 10  , 14  , 11  , 15  , 15  , 11  , 17  , 8   , 3   , 15  , 12  , 6   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M/AM (C), ST                ", 25    , $2.3M 
 Ricardo Clark           , 11    , 12    , 13    , 13    , 14    , 11    , 13    , 12    , 14  , 11  , 13  , 11  , 11  , 13  , 10  , 16  , 9   , 10  , 10  , 12  , 15  , 16  , 12  , 11  , 10  , 8   , 13  , 11  , 13  , 12  , 7   , 13  , 10  , 10  , 13  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D/WB (R), DM                ", 28    , $2.2M 
 Kevin Stephan           , 12    , 11    , 8     , 10    , 8     , 12    , 8     , 10    , 8   , 12  , 10  , 12  , 10  , 12  , 9   , 10  , 8   , 7   , 12  , 5   , 9   , 9   , 6   , 7   , 9   , 12  , 11  , 7   , 9   , 9   , 5   , 2   , 9   , 7   , 5   , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (C), ST                  ", 20    , $2.2M 
 Alper Uludag            , 14    , 13    , 11    , 9     , 13    , 13    , 12    , 11    , 11  , 12  , 12  , 11  , 11  , 12  , 8   , 14  , 13  , 6   , 14  , 10  , 12  , 12  , 5   , 12  , 13  , 9   , 13  , 6   , 6   , 10  , 6   , 8   , 11  , 8   , 9   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M (L), AM (LC)              ", 20    , $2.2M 
 Bas Sibum               , 11    , 12    , 13    , 12    , 12    , 11    , 13    , 13    , 12  , 13  , 12  , 14  , 13  , 14  , 12  , 16  , 5   , 13  , 13  , 13  , 12  , 17  , 10  , 8   , 9   , 4   , 12  , 8   , 8   , 11  , 11  , 12  , 14  , 12  , 12  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (RC)                  ", 28    , $2.2M 
 Marc Hensel             , 10    , 12    , 15    , 15    , 12    , 11    , 15    , 16    , 16  , 13  , 13  , 12  , 15  , 9   , 14  , 14  , 11  , 15  , 11  , 14  , 15  , 15  , 6   , 11  , 11  , 14  , 13  , 9   , 17  , 14  , 11  , 13  , 13  , 9   , 14  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)                   ", 25    , $2.2M 
 Marcos ?lvarez          , 14    , 11    , 11    , 9     , 11    , 14    , 11    , 10    , 9   , 11  , 8   , 11  , 11  , 11  , 10  , 9   , 8   , 5   , 13  , 11  , 10  , 12  , 7   , 11  , 11  , 12  , 11  , 7   , 9   , 8   , 6   , 6   , 10  , 7   , 9   , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                          , 19    , $2.2M 
 Adriano Grimaldi        , 12    , 12    , 14    , 14    , 9     , 11    , 11    , 10    , 10  , 11  , 8   , 9   , 11  , 9   , 13  , 17  , 8   , 13  , 13  , 9   , 11  , 7   , 6   , 9   , 12  , 11  , 9   , 7   , 12  , 8   , 4   , 4   , 11  , 9   , 7   , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                          , 20    , $2.2M 
 Valeri Domovchiyski     , 16    , 13    , 9     , 10    , 11    , 14    , 10    , 9     , 7   , 13  , 9   , 11  , 10  , 13  , 10  , 11  , 12  , 7   , 14  , 4   , 9   , 12  , 5   , 10  , 11  , 13  , 13  , 8   , 11  , 12  , 4   , 2   , 10  , 15  , 5   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (C), ST                  ", 24    , $2.1M 
 Petar Sliskovic         , 11    , 9     , 14    , 16    , 9     , 14    , 14    , 10    , 10  , 13  , 13  , 15  , 9   , 12  , 8   , 8   , 10  , 11  , 15  , 14  , 8   , 7   , 4   , 7   , 8   , 13  , 6   , 5   , 12  , 12  , 5   , 8   , 7   , 6   , 4   , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                          , 20    , $2.1M 
 Deniz Naki              , 15    , 17    , 12    , 7     , 13    , 13    , 11    , 8     , 10  , 12  , 12  , 13  , 7   , 13  , 5   , 7   , 16  , 6   , 14  , 3   , 5   , 13  , 13  , 13  , 17  , 12  , 14  , 11  , 6   , 10  , 2   , 2   , 12  , 10  , 4   , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , AM (RLC)                    , 21    , $2.1M 
