Name,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Cre,Dec,Det,Fla,Inf,Off,Pos,Tea,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,LTh,Mar,Pas,Pen,Tac,Tec,Aer,Cmd,Com,Ecc,Han,Kic,One,Ref,Rus,Pun,Thr,Position,Age,Value
 Yann M'Vila                     , 13    , 13    , 15    , 10    , 14    , 11    , 16    , 15    , 14  , 17  , 15  , 15  , 15  , 13  , 14  , 16  , 9   , 12  , 11  , 14  , 18  , 18  , 8   , 8   , 11  , 6   , 13  , 10  , 13  , 12  , 6   , 14  , 16  , 11  , 14  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , DM                  , 20    , $8.75M  
 Yoann Gourcuff                  , 13    , 14    , 14    , 12    , 13    , 14    , 17    , 14    , 12  , 12  , 11  , 13  , 12  , 15  , 12  , 15  , 13  , 8   , 11  , 12  , 15  , 15  , 14  , 14  , 14  , 9   , 17  , 14  , 13  , 14  , 5   , 7   , 16  , 14  , 7   , 17  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (C)            , 24    , $8.75M  
 Michel Bastos                   , 15    , 14    , 13    , 9     , 14    , 14    , 15    , 13    , 10  , 12  , 12  , 13  , 13  , 14  , 13  , 15  , 13  , 8   , 13  , 12  , 13  , 11  , 14  , 15  , 14  , 11  , 14  , 16  , 8   , 16  , 11  , 8   , 14  , 15  , 11  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D/WB (L), M/AM (RL) ", 27    , $8.75M  
 Loc Rmy                       , 17    , 15    , 14    , 13    , 15    , 16    , 17    , 14    , 6   , 14  , 12  , 11  , 13  , 9   , 13  , 15  , 13  , 6   , 16  , 6   , 12  , 14  , 7   , 10  , 13  , 14  , 13  , 9   , 15  , 12  , 7   , 5   , 10  , 15  , 5   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (R), ST          ", 24    , $8.5M   
 Baftimbi Gomis                 , 15    , 13    , 16    , 12    , 13    , 13    , 15    , 16    , 8   , 15  , 13  , 12  , 12  , 11  , 12  , 15  , 15  , 7   , 14  , 8   , 12  , 14  , 5   , 8   , 12  , 14  , 13  , 9   , 14  , 13  , 6   , 4   , 12  , 14  , 4   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                  , 25    , $8.25M  
 Diego Lugano                    , 10    , 10    , 16    , 15    , 16    , 10    , 16    , 18    , 20  , 16  , 20  , 11  , 17  , 5   , 14  , 20  , 5   , 18  , 9   , 15  , 15  , 18  , 2   , 8   , 6   , 8   , 10  , 4   , 17  , 4   , 10  , 17  , 8   , 3   , 16  , 7   , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)               , 30    , $8M     
 Blaise Matuidi                  , 15    , 16    , 13    , 7     , 15    , 13    , 18    , 12    , 12  , 16  , 14  , 15  , 13  , 12  , 14  , 15  , 8   , 13  , 8   , 15  , 16  , 18  , 6   , 11  , 12  , 6   , 12  , 8   , 7   , 10  , 8   , 10  , 13  , 9   , 17  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)           ", 24    , $7.75M  
 Steve Mandanda                  , 14    , 17    , 14    , 12    , 16    , 13    , 15    , 15    , 5   , 13  , 15  , 16  , 15  , 6   , 14  , 16  , 8   , 16  , 2   , 14  , 13  , 14  , -   , -   , -   , -   , 8   , 10  , -   , -   , -   , -   , -   , 1   , -   , 8   , 13   , 13   , 15   , 7    , 16   , 10   , 15   , 18   , 14   , 8    , 12   , GK                  , 26    , $7.75M  
 Mathieu Valbuena                , 17    , 17    , 11    , 3     , 13    , 15    , 14    , 7     , 11  , 12  , 16  , 12  , 14  , 13  , 13  , 18  , 15  , 8   , 15  , 8   , 14  , 18  , 13  , 13  , 16  , 9   , 15  , 13  , 7   , 13  , 5   , 4   , 14  , 14  , 5   , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M (R), AM (RC)      ", 26    , $7.5M   
 Marvin Martin                   , 14    , 15    , 12    , 6     , 16    , 13    , 17    , 7     , 9   , 13  , 12  , 14  , 14  , 17  , 15  , 15  , 14  , 10  , 13  , 10  , 15  , 16  , 15  , 14  , 14  , 7   , 16  , 14  , 7   , 13  , 6   , 4   , 16  , 12  , 7   , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (C)            , 23    , $7.5M   
 Morgan Amalfitano               , 15    , 13    , 13    , 8     , 18    , 12    , 18    , 12    , 12  , 14  , 14  , 13  , 13  , 16  , 13  , 16  , 14  , 8   , 12  , 12  , 11  , 15  , 12  , 14  , 14  , 10  , 15  , 13  , 9   , 13  , 7   , 6   , 15  , 11  , 9   , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (RC)           , 26    , $7.25M  
 Salvatore Sirigu                , 11    , 14    , 14    , 16    , 13    , 12    , 14    , 15    , 10  , 12  , 15  , 15  , 14  , 6   , 14  , 15  , 7   , 13  , 3   , 13  , 16  , 17  , -   , -   , -   , -   , 10  , 10  , -   , -   , -   , -   , -   , 3   , -   , 10  , 12   , 9    , 14   , 5    , 17   , 12   , 15   , 17   , 9    , 13   , 12   , GK                  , 24    , $7.25M  
 Joe Cole                        , 14    , 16    , 16    , 7     , 7     , 14    , 7     , 10    , 14  , 13  , 10  , 13  , 12  , 14  , 13  , 15  , 13  , 10  , 13  , 12  , 14  , 14  , 9   , 11  , 12  , 10  , 15  , 10  , 6   , 10  , 4   , 5   , 12  , 11  , 12  , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , AM (RLC)            , 29    , $7.25M  
 Aly Cissokho                    , 17    , 13    , 14    , 10    , 13    , 15    , 17    , 14    , 12  , 14  , 13  , 13  , 13  , 12  , 14  , 14  , 10  , 8   , 13  , 14  , 13  , 16  , 8   , 15  , 10  , 6   , 11  , 8   , 12  , 9   , 13  , 15  , 11  , 10  , 12  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB (L)            , 23    , $7M     
 Nen                            , 16    , 15    , 13    , 10    , 14    , 14    , 13    , 11    , 9   , 12  , 11  , 14  , 13  , 14  , 14  , 15  , 15  , 10  , 16  , 7   , 8   , 10  , 14  , 14  , 17  , 15  , 17  , 17  , 11  , 16  , 6   , 5   , 14  , 16  , 4   , 18  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (L)            , 29    , $7M     
 Nicolas Nkoulou                 , 15    , 13    , 16    , 11    , 15    , 14    , 15    , 16    , 12  , 14  , 15  , 14  , 13  , 11  , 11  , 15  , 9   , 13  , 7   , 15  , 15  , 14  , 5   , 7   , 11  , 6   , 13  , 6   , 13  , 9   , 8   , 16  , 12  , 7   , 13  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D (C), DM           ", 21    , $6.75M  
 Rod Fanni                       , 16    , 13    , 15    , 13    , 13    , 14    , 16    , 15    , 12  , 14  , 14  , 13  , 12  , 10  , 13  , 15  , 11  , 10  , 12  , 13  , 13  , 14  , 7   , 12  , 12  , 5   , 12  , 10  , 15  , 8   , 14  , 15  , 10  , 9   , 14  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D (RC), WB (R)      ", 29    , $6.75M  
 John Mensah                     , 15    , 11    , 17    , 12    , 4     , 14    , 12    , 17    , 14  , 15  , 16  , 14  , 14  , 8   , 13  , 16  , 7   , 10  , 7   , 15  , 14  , 13  , 5   , 7   , 7   , 7   , 11  , 7   , 14  , 6   , 13  , 17  , 11  , 8   , 17  , 10  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)               , 28    , $6.75M  
 Moussa Sow                      , 16    , 15    , 14    , 11    , 15    , 15    , 15    , 14    , 10  , 16  , 12  , 15  , 13  , 9   , 13  , 16  , 12  , 6   , 16  , 7   , 9   , 13  , 6   , 10  , 13  , 16  , 12  , 9   , 13  , 12  , 5   , 4   , 10  , 13  , 3   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                  , 25    , $6.5M   
 Benot Cheyrou                  , 9     , 12    , 14    , 11    , 14    , 11    , 15    , 13    , 12  , 15  , 14  , 13  , 14  , 15  , 15  , 16  , 11  , 16  , 12  , 13  , 16  , 15  , 14  , 13  , 13  , 8   , 14  , 14  , 12  , 12  , 7   , 9   , 17  , 14  , 12  , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M (LC)              , 30    , $6.5M   
 Csar Azpilicueta               , 15    , 12    , 12    , 9     , 17    , 14    , 17    , 11    , 12  , 12  , 16  , 13  , 14  , 10  , 13  , 16  , 8   , 13  , 12  , 13  , 17  , 16  , 8   , 14  , 12  , 6   , 13  , 7   , 9   , 10  , 18  , 12  , 12  , 8   , 14  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB (R)            , 21    , $6.5M   
 Jaroslav Plasil                 , 12    , 12    , 13    , 11    , 14    , 14    , 15    , 10    , 11  , 12  , 10  , 13  , 15  , 14  , 14  , 15  , 13  , 12  , 13  , 10  , 18  , 15  , 15  , 14  , 13  , 8   , 15  , 14  , 9   , 14  , 6   , 7   , 16  , 12  , 5   , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M (RLC), AM (C)     ", 29    , $6.25M  
 Stphane Mbia                   , 16    , 11    , 18    , 14    , 15    , 14    , 17    , 17    , 15  , 17  , 16  , 14  , 11  , 8   , 12  , 16  , 9   , 11  , 10  , 16  , 14  , 14  , 6   , 10  , 11  , 7   , 11  , 10  , 17  , 12  , 8   , 15  , 12  , 8   , 13  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D (C), DM           ", 25    , $6.25M  
 Anthony Rveillre              , 16    , 13    , 14    , 10    , 14    , 15    , 17    , 14    , 11  , 14  , 15  , 13  , 14  , 11  , 13  , 16  , 7   , 13  , 9   , 15  , 16  , 14  , 11  , 14  , 12  , 6   , 13  , 7   , 13  , 11  , 11  , 14  , 13  , 8   , 14  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB (R)            , 31    , $6.25M  
 Lucho Gonz lez                  , 9     , 13    , 13    , 12    , 15    , 12    , 17    , 9     , 12  , 15  , 9   , 16  , 11  , 16  , 14  , 18  , 14  , 12  , 15  , 12  , 18  , 17  , 15  , 14  , 13  , 12  , 16  , 14  , 9   , 13  , 8   , 8   , 17  , 14  , 11  , 17  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (C)            , 30    , $6.25M  
 Rio Mavuba                      , 15    , 15    , 12    , 6     , 16    , 14    , 19    , 12    , 11  , 16  , 14  , 15  , 15  , 12  , 14  , 16  , 7   , 17  , 8   , 15  , 18  , 17  , 7   , 12  , 11  , 5   , 13  , 7   , 6   , 9   , 9   , 12  , 14  , 9   , 15  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)           ", 27    , $6.25M  
 Mickal Landreau                , 14    , 16    , 15    , 12    , 14    , 12    , 14    , 15    , 8   , 17  , 13  , 14  , 12  , 9   , 13  , 14  , 12  , 15  , 3   , 14  , 14  , 11  , -   , -   , -   , -   , 10  , 7   , -   , -   , -   , -   , -   , 14  , -   , 10  , 10   , 14   , 13   , 11   , 14   , 15   , 14   , 17   , 13   , 9    , 12   , GK                  , 32    , $6M     
 V¡ctor Monta¤o                  , 16    , 14    , 14    , 8     , 15    , 14    , 13    , 14    , 13  , 13  , 14  , 12  , 12  , 12  , 11  , 14  , 15  , 8   , 16  , 7   , 10  , 13  , 8   , 10  , 14  , 14  , 12  , 12  , 9   , 13  , 5   , 4   , 11  , 14  , 6   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                  , 27    , $6M     
 Siaka Tin                     , 16    , 14    , 14    , 8     , 15    , 15    , 17    , 13    , 14  , 11  , 15  , 12  , 11  , 11  , 12  , 13  , 12  , 7   , 13  , 12  , 12  , 15  , 11  , 13  , 12  , 6   , 12  , 14  , 9   , 14  , 13  , 9   , 11  , 12  , 13  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB/M/AM (L)       , 29    , $5.75M  
 Ryad Boudebouz                  , 17    , 15    , 12    , 6     , 16    , 13    , 14    , 6     , 8   , 11  , 7   , 13  , 12  , 13  , 11  , 14  , 16  , 5   , 15  , 5   , 8   , 9   , 13  , 12  , 16  , 9   , 16  , 14  , 5   , 14  , 5   , 1   , 14  , 15  , 4   , 18  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , AM (RL)             , 21    , $5.75M  
 Dimitri Payet                   , 16    , 15    , 12    , 7     , 14    , 14    , 13    , 11    , 8   , 12  , 9   , 13  , 11  , 13  , 12  , 15  , 14  , 6   , 13  , 6   , 11  , 13  , 12  , 11  , 15  , 12  , 14  , 14  , 7   , 14  , 6   , 3   , 12  , 12  , 4   , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , AM (RL)             , 24    , $5.75M  
 Jordan Ayew                     , 16    , 13    , 15    , 12    , 16    , 15    , 14    , 14    , 7   , 13  , 14  , 11  , 12  , 11  , 12  , 15  , 14  , 5   , 13  , 5   , 10  , 13  , 5   , 12  , 13  , 11  , 13  , 7   , 14  , 11  , 5   , 4   , 11  , 12  , 2   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                  , 19    , $5.75M  
 Cdric Carrasso                 , 13    , 15    , 17    , 13    , 13    , 12    , 14    , 16    , 10  , 14  , 17  , 15  , 15  , 7   , 14  , 17  , 7   , 13  , 3   , 13  , 14  , 15  , -   , -   , -   , -   , 7   , 10  , -   , -   , -   , -   , -   , 8   , -   , 7   , 13   , 14   , 12   , 7    , 15   , 11   , 16   , 17   , 13   , 17   , 12   , GK                  , 29    , $5.75M  
 Mohamed Sissoko                 , 14    , 13    , 18    , 13    , 9     , 15    , 17    , 18    , 15  , 14  , 15  , 10  , 11  , 11  , 10  , 15  , 8   , 11  , 8   , 13  , 15  , 18  , 5   , 8   , 11  , 5   , 11  , 5   , 13  , 8   , 10  , 14  , 12  , 7   , 17  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)           ", 26    , $5.75M  
 Kim Kllstrm                   , 13    , 12    , 15    , 10    , 14    , 11    , 17    , 15    , 15  , 14  , 15  , 14  , 14  , 13  , 13  , 18  , 9   , 12  , 9   , 13  , 16  , 18  , 13  , 13  , 13  , 8   , 14  , 15  , 14  , 16  , 11  , 12  , 16  , 12  , 12  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (LC)           , 28    , $5.75M  
 Fahid Ben Khalfallah            , 14    , 14    , 12    , 7     , 13    , 15    , 15    , 9     , 12  , 12  , 10  , 12  , 8   , 12  , 11  , 11  , 15  , 8   , 13  , 6   , 9   , 8   , 13  , 12  , 14  , 7   , 14  , 14  , 7   , 11  , 8   , 3   , 12  , 12  , 5   , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M (R), AM (RL)      ", 28    , $5.5M   
 Guillaume Hoarau                , 14    , 12    , 16    , 17    , 13    , 12    , 16    , 15    , 12  , 15  , 14  , 9   , 13  , 13  , 11  , 14  , 11  , 7   , 14  , 12  , 17  , 15  , 4   , 9   , 13  , 11  , 13  , 8   , 17  , 12  , 5   , 10  , 12  , 16  , 9   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                  , 27    , $5.5M   
 Ben Sahar                       , 14    , 12    , 13    , 9     , 12    , 14    , 13    , 13    , 9   , 13  , 10  , 10  , 9   , 12  , 9   , 10  , 14  , 6   , 15  , 8   , 9   , 15  , 6   , 10  , 14  , 12  , 14  , 10  , 11  , 9   , 5   , 6   , 13  , 12  , 6   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                  , 21    , $5.5M   
 Kader Mangane                   , 14    , 11    , 18    , 15    , 13    , 13    , 15    , 18    , 16  , 15  , 16  , 11  , 14  , 10  , 12  , 14  , 7   , 15  , 8   , 14  , 14  , 16  , 4   , 6   , 9   , 10  , 11  , 10  , 17  , 8   , 5   , 18  , 12  , 7   , 16  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D (C), DM           ", 28    , $5.25M  
 Jrmy Morel                    , 17    , 14    , 12    , 7     , 13    , 15    , 15    , 12    , 10  , 13  , 13  , 12  , 12  , 13  , 12  , 16  , 11  , 13  , 11  , 13  , 15  , 13  , 11  , 15  , 12  , 7   , 12  , 8   , 7   , 12  , 10  , 11  , 11  , 7   , 15  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB (L)            , 27    , $5.25M  
 Mouhamadou Dabo                 , 15    , 12    , 12    , 7     , 12    , 13    , 15    , 10    , 11  , 11  , 13  , 11  , 13  , 10  , 10  , 16  , 11  , 9   , 10  , 11  , 13  , 13  , 9   , 10  , 11  , 5   , 11  , 8   , 8   , 10  , 12  , 11  , 10  , 7   , 13  , 10  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB (RL)           , 24    , $5.25M  
 Benot Trmoulinas              , 16    , 14    , 11    , 6     , 16    , 15    , 17    , 7     , 10  , 13  , 12  , 13  , 13  , 13  , 12  , 14  , 11  , 7   , 13  , 12  , 16  , 15  , 13  , 15  , 13  , 6   , 13  , 13  , 8   , 11  , 12  , 9   , 13  , 9   , 13  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB/M (L)          , 25    , $5.25M  
 Marko Basa                      , 12    , 10    , 16    , 15    , 14    , 10    , 14    , 17    , 12  , 15  , 16  , 15  , 13  , 10  , 12  , 14  , 8   , 12  , 8   , 15  , 13  , 14  , 4   , 9   , 9   , 7   , 11  , 5   , 16  , 9   , 7   , 16  , 11  , 8   , 14  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)               , 28    , $5M     
 Etienne Capoue                  , 12    , 13    , 16    , 14    , 16    , 13    , 17    , 16    , 13  , 17  , 15  , 14  , 14  , 13  , 14  , 13  , 11  , 8   , 10  , 14  , 15  , 16  , 5   , 11  , 12  , 6   , 13  , 8   , 16  , 8   , 7   , 13  , 15  , 8   , 13  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)           ", 22    , $5M     
 Yannick Djal¢                   , 16    , 14    , 10    , 7     , 16    , 15    , 12    , 11    , 10  , 10  , 11  , 7   , 9   , 9   , 8   , 14  , 16  , 10  , 15  , 8   , 9   , 12  , 11  , 12  , 14  , 11  , 12  , 9   , 6   , 11  , 7   , 7   , 10  , 10  , 7   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (RL), ST         ", 25    , $5M     
 Yoan Gouffran                   , 16    , 14    , 12    , 9     , 14    , 16    , 14    , 11    , 9   , 13  , 11  , 8   , 10  , 11  , 8   , 14  , 13  , 6   , 14  , 8   , 13  , 14  , 5   , 9   , 13  , 11  , 13  , 10  , 12  , 15  , 5   , 4   , 11  , 13  , 4   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M/AM (R), ST        ", 25    , $5M     
 Charles Kabor                  , 14    , 13    , 14    , 10    , 17    , 14    , 17    , 15    , 15  , 16  , 15  , 13  , 12  , 10  , 13  , 16  , 8   , 13  , 9   , 14  , 14  , 17  , 7   , 8   , 12  , 6   , 12  , 6   , 13  , 13  , 10  , 11  , 12  , 10  , 13  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D/WB (R), DM, M (C) ", 23    , $5M     
 Mamadou Samassa                 , 15    , 13    , 15    , 13    , 12    , 12    , 15    , 15    , 12  , 13  , 11  , 11  , 14  , 8   , 10  , 11  , 11  , 7   , 13  , 9   , 14  , 14  , 5   , 8   , 12  , 12  , 13  , 10  , 14  , 13  , 5   , 6   , 10  , 14  , 4   , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                  , 25    , $5M     
 Jussi                          , 14    , 14    , 14    , 10    , 11    , 15    , 12    , 12    , 11  , 12  , 10  , 11  , 6   , 13  , 9   , 10  , 15  , 6   , 14  , 6   , 8   , 9   , 13  , 13  , 16  , 10  , 14  , 13  , 8   , 12  , 7   , 5   , 14  , 15  , 5   , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M (L), AM (LC), ST  ", 27    , $5M     
 Milan Bisevac                   , 13    , 11    , 15    , 13    , 13    , 12    , 16    , 15    , 15  , 14  , 14  , 13  , 14  , 9   , 12  , 15  , 7   , 16  , 8   , 16  , 13  , 14  , 6   , 8   , 9   , 7   , 11  , 12  , 15  , 13  , 9   , 15  , 11  , 10  , 13  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)               , 27    , $5M     
 Franck Bria                    , 13    , 13    , 13    , 9     , 15    , 15    , 16    , 13    , 13  , 15  , 15  , 13  , 14  , 8   , 13  , 15  , 8   , 9   , 8   , 13  , 16  , 14  , 7   , 13  , 9   , 5   , 12  , 8   , 13  , 10  , 12  , 14  , 11  , 7   , 15  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D (RLC), WB (RL)    ", 28    , $4.9M   
 Nicolas Maurice-Belay           , 18    , 15    , 14    , 10    , 14    , 15    , 15    , 13    , 7   , 11  , 10  , 12  , 10  , 10  , 9   , 11  , 12  , 5   , 13  , 6   , 9   , 11  , 10  , 12  , 15  , 5   , 14  , 12  , 11  , 10  , 7   , 4   , 12  , 10  , 3   , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (L)            , 26    , $4.9M   
 Michal Ciani                   , 14    , 10    , 18    , 15    , 16    , 11    , 17    , 18    , 14  , 14  , 16  , 10  , 12  , 6   , 11  , 14  , 8   , 10  , 7   , 13  , 14  , 15  , 5   , 11  , 8   , 7   , 9   , 8   , 17  , 7   , 7   , 16  , 8   , 8   , 14  , 9   , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)               , 27    , $4.9M   
 Lamine San                     , 15    , 11    , 16    , 17    , 14    , 14    , 15    , 16    , 14  , 14  , 15  , 12  , 10  , 9   , 11  , 16  , 6   , 9   , 7   , 12  , 13  , 16  , 5   , 7   , 8   , 6   , 8   , 5   , 15  , 10  , 11  , 14  , 7   , 7   , 13  , 9   , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D (RC), DM          ", 24    , $4.9M   
 Aurlien Chedjou                , 15    , 12    , 17    , 12    , 14    , 13    , 15    , 16    , 14  , 17  , 14  , 13  , 14  , 11  , 13  , 15  , 8   , 12  , 8   , 16  , 13  , 15  , 10  , 9   , 11  , 6   , 13  , 10  , 15  , 13  , 6   , 15  , 12  , 10  , 14  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D (C), DM           ", 26    , $4.7M   
