Name,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Cre,Dec,Det,Fla,Inf,Off,Pos,Tea,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,LTh,Mar,Pas,Pen,Tac,Tec,Aer,Cmd,Com,Ecc,Han,Kic,One,Ref,Rus,Pun,Thr,Position,Age,Value
 Nicki Bille Nielsen     , 12    , 12    , 14    , 14    , 12    , 15    , 10    , 14    , 16  , 14  , 15  , 8   , 8   , 12  , 8   , 14  , 15  , 3   , 14  , 7   , 7   , 16  , 3   , 8   , 13  , 11  , 9   , 3   , 11  , 10  , 6   , 4   , 12  , 6   , 4   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                  , 23    , $2.9M   
 Borja Oubi¤a            , 11    , 11    , 12    , 10    , 8     , 11    , 13    , 13    , 14  , 14  , 14  , 12  , 14  , 14  , 13  , 16  , 14  , 14  , 9   , 15  , 15  , 15  , 9   , 11  , 10  , 8   , 15  , 7   , 10  , 8   , 7   , 12  , 13  , 11  , 13  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , DM                  , 29    , $2.9M   
 Borja                   , 12    , 12    , 15    , 15    , 14    , 12    , 8     , 14    , 15  , 10  , 14  , 13  , 12  , 9   , 13  , 9   , 14  , 7   , 12  , 12  , 6   , 6   , 8   , 6   , 11  , 14  , 10  , 10  , 14  , 10  , 5   , 6   , 11  , 9   , 4   , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                  , 18    , $2.8M   
 Jonathan Viera          , 15    , 16    , 12    , 6     , 10    , 13    , 11    , 6     , 9   , 14  , 10  , 12  , 10  , 16  , 13  , 14  , 17  , 13  , 12  , 6   , 8   , 10  , 12  , 11  , 16  , 12  , 15  , 12  , 6   , 12  , 5   , 3   , 16  , 10  , 6   , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (C), ST          ", 21    , $2.8M   
 Sergi G¢mez             , 9     , 9     , 14    , 13    , 12    , 11    , 13    , 13    , 9   , 10  , 13  , 12  , 14  , 9   , 11  , 9   , 3   , 12  , 8   , 13  , 9   , 10  , 5   , 3   , 6   , 5   , 7   , 4   , 12  , 3   , 5   , 13  , 12  , 5   , 12  , 8   , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)               , 18    , $2.8M   
 Javier Acu¤a            , 15    , 10    , 8     , 11    , 9     , 17    , 12    , 14    , 11  , 11  , 13  , 9   , 7   , 8   , 6   , 9   , 11  , 4   , 11  , 5   , 9   , 13  , 6   , 5   , 8   , 12  , 6   , 7   , 14  , 8   , 10  , 5   , 9   , 10  , 6   , 8   , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                  , 23    , $2.8M   
 Leonardo Ulloa          , 13    , 9     , 12    , 13    , 17    , 13    , 15    , 15    , 16  , 11  , 16  , 12  , 12  , 11  , 13  , 12  , 11  , 10  , 12  , 9   , 16  , 17  , 7   , 9   , 11  , 15  , 8   , 8   , 16  , 12  , 5   , 7   , 10  , 14  , 10  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                  , 24    , $2.8M   
 Michael Jakobsen        , 11    , 9     , 13    , 13    , 14    , 12    , 13    , 13    , 13  , 14  , 15  , 13  , 14  , 9   , 12  , 14  , 10  , 15  , 10  , 14  , 15  , 14  , 13  , 9   , 11  , 4   , 10  , 13  , 12  , 6   , 9   , 14  , 9   , 17  , 15  , 10  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (LC)              , 25    , $2.7M   
 Daniel Aranzubia        , 13    , 17    , 13    , 12    , 14    , 12    , 8     , 10    , 12  , 15  , 11  , 14  , 12  , 7   , 12  , 14  , 8   , 13  , 1   , 12  , 14  , 12  , -   , -   , -   , -   , 6   , 4   , -   , -   , -   , -   , -   , 2   , -   , 8   , 12   , 12   , 13   , 12   , 13   , 18   , 15   , 15   , 11   , 5    , 14   , GK                  , 31    , $2.7M   
 Michel                  , 15    , 14    , 11    , 7     , 14    , 15    , 16    , 12    , 11  , 12  , 12  , 12  , 11  , 11  , 12  , 14  , 12  , 7   , 15  , 12  , 11  , 12  , 12  , 14  , 13  , 12  , 11  , 10  , 7   , 10  , 11  , 12  , 12  , 11  , 12  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB (R)            , 21    , $2.7M   
 Carlos Carmona          , 13    , 13    , 15    , 8     , 10    , 13    , 12    , 14    , 7   , 12  , 9   , 11  , 10  , 13  , 10  , 9   , 12  , 6   , 13  , 11  , 12  , 11  , 15  , 13  , 13  , 12  , 12  , 13  , 9   , 11  , 8   , 5   , 12  , 13  , 5   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (RC)           , 24    , $2.6M   
 V¡ctor Laguardia        , 10    , 11    , 13    , 13    , 9     , 12    , 13    , 12    , 14  , 12  , 13  , 8   , 13  , 6   , 9   , 13  , 4   , 9   , 5   , 13  , 13  , 13  , 4   , 8   , 8   , 6   , 9   , 6   , 15  , 8   , 9   , 14  , 11  , 6   , 13  , 9   , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)               , 21    , $2.5M   
 Juan Dom¡nguez          , 10    , 12    , 15    , 11    , 11    , 12    , 12    , 8     , 11  , 12  , 9   , 13  , 10  , 14  , 13  , 8   , 14  , 6   , 13  , 8   , 13  , 11  , 10  , 9   , 13  , 13  , 15  , 7   , 6   , 11  , 6   , 13  , 14  , 12  , 9   , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (C)            , 21    , $2.5M   
 David Rodr¡guez         , 16    , 14    , 8     , 9     , 13    , 14    , 15    , 9     , 11  , 13  , 16  , 12  , 11  , 11  , 11  , 15  , 12  , 7   , 16  , 8   , 14  , 16  , 5   , 6   , 12  , 15  , 9   , 10  , 12  , 8   , 6   , 5   , 8   , 12  , 7   , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                  , 25    , $2.5M   
 Sergi Enrich            , 11    , 10    , 10    , 9     , 12    , 13    , 11    , 10    , 11  , 13  , 10  , 8   , 13  , 8   , 11  , 10  , 12  , 1   , 15  , 8   , 8   , 13  , 8   , 3   , 13  , 12  , 13  , 9   , 13  , 10  , 7   , 3   , 11  , 9   , 5   , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                  , 21    , $2.5M   
 Marc Muniesa            , 13    , 13    , 13    , 10    , 9     , 14    , 13    , 10    , 7   , 13  , 11  , 12  , 14  , 14  , 12  , 8   , 12  , 10  , 7   , 13  , 14  , 13  , 4   , 6   , 6   , 4   , 13  , 6   , 12  , 6   , 9   , 13  , 14  , 7   , 13  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (LC)              , 19    , $2.5M   
 ?scar                   , 11    , 14    , 12    , 11    , 10    , 12    , 12    , 11    , 6   , 12  , 7   , 12  , 8   , 13  , 12  , 8   , 12  , 6   , 13  , 8   , 12  , 8   , 13  , 12  , 14  , 12  , 14  , 8   , 13  , 12  , 5   , 6   , 15  , 14  , 10  , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , AM (C)              , 28    , $2.4M   
 Javier Del Pino         , 14    , 12    , 9     , 10    , 10    , 15    , 13    , 8     , 7   , 5   , 9   , 10  , 16  , 12  , 9   , 10  , 9   , 14  , 14  , 12  , 10  , 12  , 14  , 14  , 14  , 12  , 14  , 8   , 13  , 9   , 6   , 4   , 15  , 10  , 6   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M (RL), AM (RLC)    ", 30    , $2.4M   
 Iriome                  , 13    , 11    , 9     , 13    , 11    , 14    , 13    , 12    , 10  , 12  , 13  , 7   , 9   , 9   , 8   , 12  , 12  , 7   , 15  , 6   , 12  , 14  , 8   , 10  , 10  , 11  , 9   , 5   , 7   , 8   , 4   , 4   , 10  , 8   , 7   , 10  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (R), ST          ", 24    , $2.4M   
 Julio ?lvarez           , 11    , 13    , 12    , 9     , 7     , 12    , 12    , 11    , 8   , 13  , 7   , 15  , 10  , 15  , 12  , 11  , 14  , 9   , 13  , 8   , 11  , 8   , 17  , 16  , 13  , 13  , 16  , 16  , 7   , 15  , 8   , 5   , 15  , 15  , 7   , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M (C), AM (RC)      ", 30    , $2.4M   
 Ayoze                   , 14    , 14    , 13    , 8     , 14    , 15    , 15    , 8     , 13  , 12  , 13  , 10  , 14  , 11  , 12  , 8   , 11  , 8   , 12  , 13  , 13  , 13  , 12  , 13  , 11  , 7   , 13  , 13  , 8   , 13  , 15  , 8   , 13  , 13  , 13  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB/M (L)          , 29    , $2.4M   
 R£per                   , 12    , 12    , 15    , 11    , 14    , 11    , 15    , 12    , 14  , 12  , 15  , 10  , 11  , 10  , 11  , 10  , 7   , 10  , 8   , 15  , 14  , 14  , 12  , 12  , 8   , 7   , 12  , 10  , 10  , 12  , 7   , 12  , 14  , 10  , 13  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)           ", 24    , $2.4M   
 ?¤igo D¡az de Cerio     , 12    , 11    , 11    , 10    , 3     , 14    , 10    , 13    , 11  , 14  , 9   , 12  , 13  , 9   , 13  , 16  , 13  , 12  , 16  , 8   , 13  , 14  , 5   , 8   , 11  , 15  , 11  , 6   , 13  , 11  , 5   , 5   , 12  , 13  , 5   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                  , 27    , $2.4M   
 Gerard Bordas           , 15    , 14    , 8     , 7     , 13    , 13    , 12    , 10    , 8   , 12  , 9   , 11  , 12  , 12  , 11  , 10  , 12  , 5   , 15  , 7   , 10  , 10  , 11  , 10  , 15  , 11  , 11  , 10  , 6   , 11  , 10  , 6   , 12  , 9   , 7   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (L)            , 29    , $2.4M   
 Adri n Sardinero        , 15    , 13    , 11    , 13    , 14    , 15    , 9     , 8     , 9   , 12  , 4   , 7   , 8   , 12  , 12  , 8   , 11  , 2   , 9   , 12  , 13  , 14  , 8   , 6   , 14  , 11  , 12  , 11  , 14  , 13  , 4   , 5   , 14  , 11  , 10  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (C), ST          ", 20    , $2.4M   
 Riki                    , 14    , 15    , 7     , 15    , 10    , 14    , 14    , 11    , 12  , 11  , 9   , 12  , 11  , 14  , 12  , 14  , 16  , 12  , 16  , 8   , 11  , 13  , 11  , 10  , 15  , 11  , 13  , 7   , 9   , 14  , 7   , 6   , 14  , 14  , 8   , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (LC), ST         ", 30    , $2.4M   
 Javi Guerra             , 13    , 12    , 14    , 11    , 12    , 13    , 14    , 13    , 8   , 10  , 13  , 14  , 13  , 13  , 13  , 14  , 16  , 9   , 14  , 9   , 14  , 11  , 7   , 11  , 13  , 15  , 14  , 8   , 12  , 11  , 5   , 4   , 13  , 13  , 7   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                  , 29    , $2.4M   
 Hern n Prez            , 15    , 13    , 9     , 8     , 10    , 13    , 12    , 9     , 8   , 12  , 12  , 11  , 11  , 13  , 12  , 8   , 12  , 5   , 15  , 7   , 11  , 13  , 10  , 10  , 13  , 12  , 13  , 8   , 10  , 9   , 4   , 5   , 11  , 10  , 8   , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (R), ST          ", 22    , $2.4M   
 ?lex Cruz               , 15    , 14    , 8     , 7     , 4     , 13    , 10    , 10    , 8   , 11  , 7   , 10  , 8   , 13  , 12  , 16  , 13  , 14  , 15  , 7   , 7   , 11  , 12  , 13  , 14  , 8   , 11  , 9   , 5   , 12  , 8   , 5   , 13  , 10  , 6   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (R)            , 21    , $2.3M   
 Cedric                  , 17    , 15    , 14    , 4     , 18    , 16    , 13    , 8     , 7   , 11  , 12  , 6   , 8   , 10  , 9   , 7   , 15  , 7   , 14  , 11  , 9   , 10  , 7   , 10  , 13  , 7   , 9   , 6   , 6   , 5   , 7   , 6   , 9   , 6   , 6   , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M/AM (RL), ST       ", 19    , $2.3M   
 Borja Viguera           , 12    , 12    , 14    , 12    , 11    , 13    , 10    , 11    , 13  , 12  , 11  , 12  , 12  , 13  , 12  , 14  , 13  , 10  , 12  , 5   , 11  , 14  , 11  , 8   , 12  , 12  , 12  , 12  , 12  , 13  , 3   , 3   , 13  , 11  , 4   , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (C), ST          ", 24    , $2.3M   
 Adri n Luna             , 15    , 15    , 6     , 4     , 13    , 12    , 10    , 4     , 11  , 12  , 7   , 9   , 8   , 11  , 9   , 10  , 14  , 2   , 13  , 6   , 10  , 9   , 13  , 12  , 13  , 14  , 14  , 14  , 7   , 11  , 10  , 6   , 12  , 10  , 5   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (RL), ST         ", 19    , $2.3M   
 Borja                   , 12    , 12    , 16    , 15    , 10    , 12    , 15    , 15    , 14  , 14  , 16  , 13  , 15  , 10  , 12  , 16  , 12  , 14  , 12  , 13  , 15  , 15  , 10  , 11  , 9   , 7   , 14  , 12  , 15  , 14  , 12  , 13  , 12  , 6   , 10  , 9   , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , DM                  , 30    , $2.3M   
 Fernando Soriano        , 11    , 13    , 14    , 14    , 15    , 10    , 14    , 13    , 14  , 9   , 14  , 10  , 14  , 13  , 13  , 16  , 6   , 15  , 14  , 16  , 16  , 15  , 6   , 10  , 12  , 12  , 15  , 13  , 15  , 15  , 14  , 11  , 14  , 15  , 11  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (RC)          ", 31    , $2.3M   
 Leandro Cabrera         , 13    , 13    , 13    , 13    , 13    , 14    , 14    , 13    , 13  , 12  , 13  , 12  , 14  , 8   , 12  , 14  , 4   , 6   , 7   , 13  , 13  , 14  , 2   , 11  , 9   , 3   , 8   , 5   , 14  , 12  , 13  , 12  , 10  , 10  , 11  , 9   , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (LC)              , 20    , $2.3M   
 Manuel Iturra           , 13    , 14    , 13    , 11    , 16    , 15    , 17    , 14    , 13  , 13  , 12  , 12  , 15  , 10  , 11  , 14  , 10  , 12  , 8   , 15  , 16  , 16  , 6   , 8   , 9   , 6   , 9   , 6   , 11  , 12  , 10  , 14  , 9   , 5   , 14  , 9   , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (RLC)         ", 27    , $2.3M   
 Diego Colotto           , 8     , 11    , 14    , 14    , 9     , 10    , 15    , 13    , 17  , 12  , 16  , 14  , 15  , 8   , 13  , 13  , 7   , 14  , 8   , 16  , 11  , 15  , 7   , 8   , 10  , 8   , 12  , 7   , 18  , 6   , 12  , 14  , 12  , 7   , 14  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)               , 30    , $2.3M   
 Sergio D¡az             , 14    , 12    , 9     , 2     , 13    , 14    , 14    , 10    , 15  , 13  , 14  , 9   , 9   , 9   , 12  , 10  , 4   , 12  , 11  , 10  , 12  , 13  , 9   , 11  , 12  , 7   , 11  , 9   , 8   , 9   , 13  , 7   , 12  , 6   , 10  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB (L)            , 19    , $2.3M   
 Corona                  , 13    , 14    , 10    , 8     , 12    , 14    , 12    , 11    , 9   , 13  , 9   , 12  , 12  , 15  , 13  , 10  , 15  , 9   , 14  , 11  , 12  , 10  , 12  , 12  , 13  , 10  , 16  , 15  , 8   , 11  , 6   , 9   , 15  , 13  , 11  , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (C)            , 30    , $2.2M   
 Z Castro               , 12    , 11    , 12    , 12    , 15    , 13    , 12    , 11    , 11  , 15  , 9   , 13  , 12  , 12  , 13  , 9   , 11  , 12  , 10  , 13  , 9   , 10  , 8   , 10  , 10  , 7   , 14  , 10  , 15  , 7   , 10  , 13  , 15  , 10  , 14  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)               , 28    , $2.2M   
 Jonathan dos Santos     , 13    , 13    , 13    , 8     , 11    , 14    , 14    , 11    , 10  , 12  , 13  , 14  , 13  , 13  , 13  , 10  , 14  , 13  , 13  , 14  , 13  , 15  , 12  , 9   , 10  , 8   , 14  , 12  , 7   , 11  , 3   , 9   , 14  , 12  , 10  , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)           ", 21    , $2.2M   
 Ra£l Goni               , 8     , 7     , 12    , 12    , 11    , 12    , 12    , 13    , 13  , 13  , 11  , 8   , 11  , 8   , 10  , 13  , 6   , 10  , 7   , 14  , 13  , 12  , 5   , 8   , 9   , 6   , 10  , 6   , 12  , 9   , 8   , 13  , 11  , 7   , 15  , 10  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," SW, D (C)           ", 22    , $2.2M   
 M¡chel                  , 13    , 14    , 10    , 10    , 14    , 13    , 12    , 10    , 11  , 11  , 12  , 13  , 9   , 13  , 12  , 13  , 13  , 7   , 13  , 9   , 13  , 11  , 10  , 10  , 12  , 13  , 15  , 9   , 11  , 12  , 6   , 6   , 14  , 12  , 8   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (C)            , 22    , $2.1M   
 Cristian Lobato         , 12    , 12    , 12    , 6     , 17    , 12    , 12    , 7     , 5   , 11  , 3   , 12  , 7   , 12  , 9   , 9   , 10  , 14  , 8   , 7   , 9   , 13  , 8   , 9   , 10  , 10  , 12  , 8   , 7   , 10  , 8   , 8   , 9   , 7   , 9   , 9   , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," WB (L), M/AM (RL)   ", 22    , $2.1M   
 Hugo Mallo              , 12    , 12    , 12    , 11    , 14    , 13    , 15    , 13    , 12  , 14  , 11  , 11  , 13  , 5   , 13  , 10  , 4   , 7   , 10  , 13  , 14  , 14  , 4   , 12  , 9   , 5   , 11  , 3   , 8   , 6   , 14  , 12  , 9   , 9   , 15  , 8   , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB (R)            , 20    , $2.1M   
 ?scar Vega              , 13    , 13    , 13    , 9     , 10    , 13    , 13    , 6     , 13  , 13  , 6   , 11  , 9   , 10  , 12  , 6   , 8   , 13  , 13  , 8   , 7   , 10  , 7   , 10  , 13  , 10  , 12  , 9   , 7   , 10  , 3   , 3   , 6   , 3   , 8   , 10  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (RL), ST         ", 24    , $2.1M   
 Marquitos               , 13    , 15    , 13    , 8     , 12    , 15    , 12    , 8     , 9   , 13  , 12  , 12  , 12  , 13  , 13  , 10  , 14  , 10  , 16  , 9   , 11  , 10  , 12  , 13  , 13  , 13  , 12  , 13  , 8   , 13  , 8   , 6   , 13  , 11  , 8   , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (L)            , 24    , $2.1M   
 Jordi Pablo             , 13    , 12    , 10    , 6     , 7     , 13    , 11    , 8     , 11  , 8   , 12  , 13  , 10  , 12  , 11  , 9   , 14  , 6   , 14  , 8   , 11  , 11  , 12  , 12  , 15  , 10  , 14  , 9   , 6   , 10  , 6   , 5   , 13  , 10  , 6   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (R)            , 21    , $2.1M   
 Cristian Tello          , 14    , 13    , 7     , 9     , 12    , 13    , 13    , 9     , 7   , 11  , 9   , 11  , 11  , 9   , 11  , 10  , 10  , 12  , 13  , 7   , 12  , 11  , 8   , 11  , 12  , 11  , 9   , 9   , 8   , 8   , 6   , 7   , 11  , 10  , 5   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M/AM (R), ST        ", 19    , $2.1M   
 Lassad                  , 13    , 14    , 12    , 13    , 6     , 14    , 11    , 13    , 7   , 13  , 12  , 13  , 11  , 12  , 12  , 14  , 15  , 7   , 15  , 7   , 6   , 13  , 7   , 10  , 16  , 13  , 14  , 12  , 11  , 12  , 5   , 2   , 12  , 10  , 3   , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (C), ST          ", 25    , $2.1M   
 Juan Carlos             , 12    , 15    , 11    , 10    , 13    , 13    , 12    , 11    , 8   , 12  , 11  , 12  , 12  , 6   , 11  , 10  , 4   , 10  , 2   , 13  , 13  , 12  , -   , -   , -   , -   , 8   , 6   , -   , -   , -   , -   , -   , 1   , -   , 8   , 10   , 12   , 10   , 12   , 12   , 11   , 17   , 15   , 13   , 10   , 12   , GK                  , 23    , $2.1M   
 Juan Jos Camacho       , 10    , 9     , 12    , 10    , 15    , 12    , 16    , 11    , 13  , 14  , 15  , 11  , 10  , 12  , 13  , 15  , 14  , 15  , 13  , 9   , 12  , 17  , 14  , 15  , 11  , 12  , 13  , 13  , 13  , 17  , 10  , 8   , 14  , 15  , 10  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M (LC), AM (C)      ", 30    , $2M     
 David Generelo          , 8     , 9     , 16    , 10    , 11    , 12    , 15    , 13    , 18  , 12  , 17  , 13  , 13  , 13  , 11  , 14  , 11  , 12  , 12  , 13  , 16  , 15  , 8   , 11  , 9   , 11  , 12  , 8   , 13  , 16  , 8   , 11  , 14  , 11  , 12  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)           ", 28    , $2M     
 Laure                   , 14    , 14    , 14    , 7     , 13    , 15    , 16    , 12    , 16  , 12  , 17  , 13  , 15  , 6   , 11  , 16  , 6   , 8   , 11  , 12  , 14  , 17  , 9   , 10  , 9   , 4   , 11  , 7   , 8   , 8   , 9   , 13  , 10  , 7   , 13  , 9   , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB (R)            , 26    , $2M     
 Sa£l                    , 15    , 11    , 13    , 9     , 12    , 13    , 11    , 15    , 10  , 12  , 11  , 13  , 11  , 12  , 12  , 12  , 13  , 9   , 13  , 8   , 8   , 8   , 5   , 7   , 13  , 13  , 8   , 8   , 11  , 14  , 5   , 5   , 7   , 13  , 5   , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (L), ST          ", 25    , $2M     
