Name,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Cre,Dec,Det,Fla,Inf,Off,Pos,Tea,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,LTh,Mar,Pas,Pen,Tac,Tec,Aer,Cmd,Com,Ecc,Han,Kic,One,Ref,Rus,Pun,Thr,Position,Age,Value
 Danijel Pranjic           , 13    , 16    , 10    , 5     , 13    , 15    , 17    , 7     , 15  , 12  , 14  , 16  , 10  , 12  , 11  , 14  , 10  , 7   , 17  , 8   , 15  , 16  , 15  , 16  , 12  , 14  , 10  , 13  , 6   , 13  , 10  , 10  , 14  , 17  , 9   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D/WB (L), M/AM (LC)                ", 29    , $11.25M 
 Marco Reus                , 18    , 17    , 13    , 8     , 14    , 16    , 14    , 6     , 11  , 9   , 10  , 14  , 9   , 13  , 14  , 14  , 13  , 6   , 15  , 6   , 10  , 15  , 10  , 9   , 15  , 16  , 14  , 10  , 5   , 13  , 6   , 6   , 11  , 9   , 8   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (RL)                          , 22    , $10.5M  
 Marko Marin               , 18    , 20    , 6     , 6     , 13    , 14    , 11    , 4     , 5   , 9   , 8   , 13  , 10  , 12  , 7   , 12  , 19  , 6   , 14  , 4   , 5   , 7   , 14  , 15  , 18  , 8   , 17  , 13  , 8   , 10  , 6   , 4   , 13  , 12  , 5   , 18  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (RLC), ST                       ", 22    , $10.5M  
 Son Heung-Min             , 16    , 15    , 9     , 8     , 10    , 14    , 11    , 10    , 9   , 15  , 10  , 13  , 8   , 7   , 9   , 12  , 14  , 5   , 14  , 5   , 8   , 10  , 6   , 7   , 13  , 16  , 13  , 12  , 10  , 14  , 5   , 4   , 8   , 12  , 5   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (RC), ST                        ", 18    , $10.25M 
 Kyriakos Papadopoulos     , 15    , 8     , 18    , 14    , 8     , 15    , 16    , 17    , 20  , 12  , 20  , 7   , 10  , 7   , 9   , 19  , 3   , 13  , 6   , 10  , 18  , 19  , 4   , 6   , 7   , 5   , 7   , 4   , 13  , 5   , 15  , 19  , 9   , 6   , 18  , 8   , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D (C), DM                          ", 19    , $10.25M 
 Tranquillo Barnetta       , 16    , 15    , 13    , 9     , 14    , 13    , 13    , 8     , 14  , 12  , 9   , 11  , 10  , 15  , 14  , 16  , 13  , 9   , 14  , 9   , 14  , 13  , 14  , 14  , 15  , 13  , 12  , 13  , 9   , 15  , 8   , 6   , 15  , 14  , 9   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (RL)                          , 26    , $10.25M 
 Christian Fuchs           , 15    , 13    , 12    , 12    , 14    , 17    , 16    , 13    , 10  , 9   , 11  , 12  , 10  , 14  , 16  , 14  , 11  , 13  , 15  , 8   , 15  , 17  , 13  , 18  , 11  , 6   , 14  , 18  , 9   , 15  , 17  , 8   , 15  , 6   , 9   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB/M/AM (L)                      , 25    , $10.25M 
 Jol Matip                , 12    , 9     , 11    , 18    , 14    , 16    , 15    , 13    , 10  , 15  , 14  , 7   , 12  , 10  , 7   , 9   , 5   , 7   , 8   , 16  , 17  , 13  , 4   , 10  , 8   , 7   , 9   , 5   , 15  , 6   , 13  , 15  , 9   , 7   , 16  , 10  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D (C), DM                          ", 19    , $10M    
 Marcel Schmelzer          , 14    , 14    , 13    , 11    , 14    , 16    , 19    , 12    , 14  , 12  , 17  , 10  , 15  , 7   , 12  , 13  , 7   , 9   , 9   , 14  , 18  , 12  , 9   , 10  , 12  , 5   , 11  , 12  , 11  , 10  , 13  , 15  , 11  , 8   , 14  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB (L)                           , 23    , $10M    
 Didier Ya Konan           , 17    , 18    , 14    , 8     , 13    , 16    , 17    , 11    , 17  , 11  , 10  , 11  , 8   , 8   , 10  , 12  , 18  , 4   , 14  , 10  , 7   , 18  , 9   , 10  , 15  , 12  , 17  , 9   , 10  , 12  , 4   , 6   , 13  , 12  , 10  , 17  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (R), ST                         ", 27    , $10M    
 Ilkay Gndogan            , 12    , 16    , 14    , 9     , 13    , 12    , 13    , 11    , 11  , 13  , 12  , 10  , 10  , 15  , 14  , 14  , 13  , 11  , 14  , 9   , 12  , 13  , 12  , 11  , 14  , 12  , 17  , 12  , 9   , 13  , 6   , 8   , 16  , 12  , 11  , 17  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (C)                           , 20    , $9.75M  
 Sven Bender               , 12    , 13    , 15    , 12    , 11    , 12    , 18    , 12    , 14  , 18  , 18  , 14  , 17  , 7   , 15  , 15  , 7   , 13  , 8   , 16  , 19  , 16  , 8   , 9   , 8   , 6   , 13  , 9   , 13  , 9   , 13  , 18  , 13  , 9   , 18  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)                          ", 22    , $9.75M  
 Dennis Aogo               , 11    , 16    , 14    , 12    , 13    , 15    , 14    , 13    , 6   , 14  , 8   , 15  , 8   , 14  , 15  , 10  , 15  , 9   , 11  , 10  , 16  , 8   , 16  , 17  , 11  , 7   , 16  , 13  , 7   , 12  , 13  , 9   , 15  , 16  , 10  , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D/WB (L), M (C)                    ", 24    , $9.5M   
 Simon Rolfes              , 9     , 13    , 11    , 15    , 18    , 13    , 18    , 12    , 9   , 17  , 10  , 15  , 18  , 12  , 17  , 15  , 7   , 11  , 14  , 15  , 18  , 16  , 10  , 12  , 8   , 15  , 15  , 10  , 14  , 13  , 11  , 11  , 16  , 16  , 13  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)                          ", 29    , $9.5M   
 Itay Shechter             , 16    , 12    , 11    , 11    , 13    , 14    , 12    , 12    , 9   , 11  , 10  , 13  , 14  , 12  , 10  , 15  , 10  , 14  , 13  , 12  , 8   , 12  , 9   , 12  , 15  , 16  , 11  , 5   , 7   , 8   , 10  , 8   , 11  , 15  , 8   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (RL), ST                        ", 24    , $9.5M   
 Mehmet Ekici              , 12    , 16    , 17    , 9     , 11    , 12    , 13    , 10    , 11  , 12  , 10  , 16  , 12  , 13  , 9   , 16  , 12  , 9   , 8   , 11  , 10  , 14  , 18  , 17  , 12  , 14  , 18  , 14  , 6   , 13  , 6   , 9   , 16  , 15  , 8   , 18  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (C)                           , 21    , $9.5M   
 Ren Adler                , 15    , 17    , 12    , 15    , 18    , 12    , 16    , 12    , 12  , 15  , 13  , 16  , 16  , 6   , 14  , 18  , 7   , 13  , 3   , 18  , 16  , 15  , -   , -   , -   , -   , 11  , 10  , -   , -   , -   , -   , -   , 1   , -   , 11  , 10   , 10   , 13   , 5    , 16   , 11   , 17   , 18   , 14   , 12   , 10   , GK                                 , 26    , $9.5M   
 Christian Trsch          , 15    , 10    , 10    , 11    , 17    , 13    , 19    , 11    , 16  , 15  , 17  , 9   , 17  , 7   , 12  , 13  , 5   , 14  , 7   , 13  , 19  , 18  , 9   , 14  , 11  , 6   , 7   , 9   , 6   , 15  , 15  , 18  , 9   , 9   , 17  , 7   , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," D/WB (RL), DM, M (C)               ", 23    , $9.25M  
 Ivica Olic                , 18    , 17    , 16    , 12    , 20    , 19    , 20    , 14    , 20  , 14  , 19  , 12  , 17  , 7   , 9   , 20  , 16  , 13  , 17  , 11  , 10  , 20  , 2   , 9   , 12  , 10  , 7   , 4   , 15  , 9   , 7   , 8   , 8   , 14  , 10  , 9   , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                                 , 31    , $9M     
 Julian Draxler            , 11    , 10    , 9     , 10    , 11    , 14    , 11    , 7     , 8   , 14  , 7   , 7   , 8   , 14  , 11  , 10  , 15  , 5   , 13  , 5   , 10  , 13  , 11  , 13  , 12  , 13  , 17  , 10  , 5   , 15  , 8   , 5   , 15  , 10  , 6   , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , AM (RLC)                           , 17    , $9M     
 Cacau                     , 17    , 17    , 14    , 9     , 13    , 14    , 16    , 11    , 15  , 10  , 13  , 8   , 8   , 14  , 9   , 13  , 14  , 10  , 13  , 9   , 12  , 18  , 10  , 13  , 14  , 10  , 16  , 10  , 14  , 15  , 3   , 5   , 14  , 12  , 8   , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                                 , 30    , $8.75M  
 Eren Derdiyok             , 13    , 13    , 13    , 19    , 15    , 16    , 14    , 15    , 10  , 12  , 13  , 9   , 10  , 12  , 9   , 6   , 13  , 8   , 15  , 7   , 14  , 9   , 6   , 9   , 12  , 13  , 13  , 12  , 18  , 11  , 4   , 4   , 9   , 12  , 7   , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                                 , 23    , $8.75M  
 Konstantin Rausch         , 14    , 10    , 14    , 11    , 14    , 17    , 17    , 13    , 14  , 8   , 15  , 9   , 13  , 9   , 10  , 12  , 8   , 11  , 15  , 8   , 14  , 17  , 12  , 14  , 12  , 15  , 9   , 11  , 10  , 13  , 14  , 8   , 13  , 9   , 12  , 10  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D/WB/M/AM (L)                      , 21    , $8.5M   
 Roberto Firmino           , 13    , 17    , 8     , 9     , 12    , 13    , 10    , 6     , 8   , 14  , 9   , 12  , 10  , 15  , 11  , 12  , 17  , 5   , 14  , 6   , 11  , 13  , 9   , 12  , 16  , 15  , 17  , 8   , 13  , 10  , 5   , 6   , 14  , 9   , 7   , 17  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M/AM (C)                           , 19    , $8.5M   
 Dante                     , 8     , 13    , 19    , 16    , 11    , 14    , 16    , 15    , 17  , 16  , 18  , 19  , 7   , 13  , 7   , 17  , 16  , 15  , 7   , 17  , 8   , 16  , 7   , 11  , 13  , 8   , 13  , 10  , 15  , 9   , 15  , 18  , 11  , 12  , 18  , 14  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (C)                              , 27    , $8.25M  
 David Alaba               , 14    , 16    , 15    , 9     , 18    , 16    , 13    , 12    , 7   , 9   , 10  , 13  , 9   , 13  , 12  , 19  , 14  , 11  , 10  , 8   , 12  , 15  , 10  , 14  , 12  , 7   , 16  , 13  , 5   , 10  , 9   , 9   , 15  , 11  , 11  , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , M (LC)                             , 18    , $8.25M  
 Christian Clemens         , 15    , 14    , 13    , 9     , 9     , 16    , 14    , 9     , 14  , 8   , 9   , 9   , 10  , 10  , 8   , 11  , 12  , 7   , 13  , 7   , 10  , 12  , 12  , 13  , 12  , 8   , 12  , 11  , 8   , 10  , 10  , 7   , 12  , 10  , 8   , 13  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M (R), AM (RL)                     ", 19    , $8.25M  
 Roman Weidenfeller        , 6     , 12    , 12    , 15    , 15    , 8     , 15    , 15    , 17  , 14  , 16  , 14  , 14  , 7   , 14  , 15  , 5   , 15  , 5   , 15  , 14  , 10  , -   , -   , -   , -   , 6   , 9   , -   , -   , -   , -   , -   , 1   , -   , 6   , 9    , 16   , 16   , 11   , 14   , 12   , 18   , 17   , 12   , 14   , 10   , GK                                 , 30    , $8.25M  
 Sokratis Papastathopoulos , 13    , 9     , 18    , 15    , 17    , 17    , 16    , 15    , 17  , 14  , 18  , 12  , 10  , 7   , 11  , 16  , 4   , 14  , 9   , 11  , 16  , 17  , 5   , 9   , 12  , 4   , 9   , 4   , 13  , 5   , 16  , 18  , 10  , 6   , 18  , 11  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , D (RC)                             , 23    , $7.75M  
 Stefan Kieáling           , 16    , 14    , 10    , 16    , 16    , 16    , 19    , 13    , 18  , 14  , 17  , 10  , 11  , 12  , 10  , 18  , 8   , 11  , 16  , 10  , 17  , 20  , 6   , 8   , 9   , 12  , 12  , 7   , 15  , 9   , 6   , 7   , 10  , 14  , 9   , 10  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , ST                                 , 27    , $7.75M  
 Gkhan Tre               , 17    , 17    , 16    , 6     , 12    , 14    , 10    , 12    , 14  , 7   , 15  , 8   , 7   , 8   , 7   , 10  , 17  , 4   , 8   , 5   , 3   , 10  , 13  , 15  , 16  , 9   , 12  , 13  , 3   , 10  , 6   , 3   , 14  , 9   , 5   , 15  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," M (L), AM (RLC)                    ", 19    , $7.5M   
 Aleksandar Ignjovski      , 15    , 17    , 11    , 8     , 14    , 12    , 16    , 8     , 18  , 12  , 17  , 8   , 8   , 11  , 13  , 18  , 6   , 10  , 10  , 9   , 15  , 19  , 8   , 10  , 11  , 7   , 13  , 6   , 8   , 7   , 8   , 17  , 13  , 10  , 17  , 12  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," DM, M (C)                          ", 20    , $7.5M   
 Tim Wiese                 , 14    , 10    , 18    , 16    , 16    , 10    , 17    , 18    , 17  , 10  , 20  , 15  , 16  , 4   , 12  , 17  , 3   , 12  , 1   , 18  , 13  , 15  , -   , -   , -   , -   , 8   , 10  , -   , -   , -   , -   , -   , 1   , -   , 6   , 9    , 9    , 16   , 13   , 17   , 8    , 19   , 19   , 10   , 15   , 9    , GK                                 , 29    , $7.5M   
 Aaron Hunt                , 12    , 15    , 10    , 10    , 7     , 14    , 12    , 9     , 6   , 12  , 7   , 11  , 7   , 16  , 16  , 5   , 17  , 6   , 17  , 8   , 9   , 11  , 10  , 14  , 13  , 16  , 15  , 10  , 7   , 14  , 6   , 5   , 15  , 12  , 7   , 16  , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    , -    ," AM (RLC), ST                       ", 24    , $7.5M   
